reaction,direction,reaction_def
R04312,forward,C00013 + C03788 => C00009 + C04391
R04312,reverse,C00009 + C04391 => C00013 + C03788
R04313,forward,2C00017 + C03793 => 2C00001 + C05546
R04314_v1,forward,C04250 + C02743 + Z00054 => C03800 + C11475 + Z00054
R04314_v1,reverse,C03800 + C11475 + Z00054 => C04250 + C02743 + Z00054
R04315_v1,forward,C00677 + C00343 + C00001 + Z00041 + Z00009 => C03802 + C00342 + Z00041 + Z00009
R04315_v1,reverse,C03802 + C00342 + Z00041 + Z00009 => C00677 + C00343 + C00001 + Z00041 + Z00009
R04316,forward,C00024 + C03803 => C00010 + C04341
R04317,forward,C04399 + C00001 => C03804 + C00009
R04317,reverse,C03804 + C00009 => C04399 + C00001
R04318_v1,forward,C16672 + Z00054 => C05551 + C00001 + Z00054
R04319_v1,forward,C00658 + C00006 + Z00002 + Z00014 + Z00013 => C04512 + C00005 + C00080 + Z00002 + Z00014 + Z00013
R04319_v1,reverse,C04512 + C00005 + C00080 + Z00002 + Z00014 + Z00013 => C00658 + C00006 + Z00002 + Z00014 + Z00013
R04320_v1,forward,C00470 + C00001 + Z00032 + Z00030 => C00470 + C00333 + Z00032 + Z00030
R04321_v1,forward,C00307 + C03820 + Z00030 => C00055 + C04598 + Z00030
R04321_v2,forward,C00307 + C03820 + Z00029 => C00055 + C04598 + Z00029
R04322,forward,C00052 + C03823 => C00015 + C04708
R04323,forward,C04409 => C03824 + C00011
R04323,reverse,C03824 + C00011 => C04409
R04325,forward,C00234 + C03838 => C00101 + C04376
R04325,reverse,C00101 + C04376 => C00234 + C03838
R04326,forward,C03838 + C00445 + C00001 => C04376 + C00101
R04326,reverse,C04376 + C00101 => C03838 + C00445 + C00001
R04327,forward,2C03840 + C00007 => 2C04110
R04328_v1,reverse,3C00007 + 3C00005 + 3C00080 + C05111 + Z00015 => 4C00001 + 3C00006 + C01189 + C00011 + Z00015
R04330,forward,C03852 + C00003 => C03917 + C00004 + C00080
R04330,reverse,C03917 + C00004 + C00080 => C03852 + C00003
R04331,forward,C00096 + C04537 => C00035 + C04615
R04331,reverse,C00035 + C04615 => C00096 + C04537
R04332,forward,C00019 + C03866 => C00021 + C04459
R04333,forward,C04197 + C00137 => C00031 + C03868
R04333,reverse,C00031 + C03868 => C04197 + C00137
R04334,forward,C00052 + C03868 => C00015 + C04695
R04334,reverse,C00015 + C04695 => C00052 + C03868
R04335,forward,C00935 + C03868 => C00015 + C04611
R04335,reverse,C00015 + C04611 => C00935 + C03868
R04336,forward,C03871 => C03972 + C00001
R04338_v1,forward,C03900 + C00026 + Z00035 => C04264 + C00025 + Z00035
R04338_v1,reverse,C04264 + C00025 + Z00035 => C03900 + C00026 + Z00035
R04339,forward,C03901 + C00003 => C04445 + C00004 + C00080
R04339,reverse,C04445 + C00004 + C00080 => C03901 + C00003
R04340,forward,C03901 + C00006 => C04445 + C00005 + C00080
R04340,reverse,C04445 + C00005 + C00080 => C03901 + C00006
R04341,reverse,C03904 + C00014 => C03905 + C00001
R04343,reverse,C00015 + C00470 => C00617 + C00470
R04344,forward,C12525 + C00006 => C03917 + C00005 + C00080
R04344,reverse,C03917 + C00005 + C00080 => C12525 + C00006
R04345_v1,forward,C04625 + Z00030 => C03918 + Z00030
R04345_v1,reverse,C03918 + Z00030 => C04625 + Z00030
R04346,forward,C04639 + C00013 => C00429 + C00119
R04346,reverse,C00429 + C00119 => C04639 + C00013
R04347_v1,forward,2C01330 + C04488 + C03576 + Z00009 => 2C01330 + C01217 + C03920 + Z00009
R04347_v1,reverse,2C01330 + C01217 + C03920 + Z00009 => 2C01330 + C04488 + C03576 + Z00009
R04348,forward,C00024 + C03922 => C00010 + C04504
R04349,forward,2C00001 + C04178 => C03925 + C00014
R04349,reverse,C03925 + C00014 => 2C00001 + C04178
R04350,forward,C04771 + C00001 => C03927 + C00065
R04350,reverse,C03927 + C00065 => C04771 + C00001
R04352_v1,forward,C04373 + C00167 + Z00030 => C11136 + C00015 + Z00030
R04352_v1,reverse,C11136 + C00015 + Z00030 => C04373 + C00167 + Z00030
R04353_v1,forward,C05299 + C00167 + Z00030 => C11132 + C00015 + Z00030
R04353_v1,reverse,C11132 + C00015 + Z00030 => C05299 + C00167 + Z00030
R04354_v1,forward,C05302 + C00167 + Z00030 => C11131 + C00015 + Z00030
R04354_v1,reverse,C11131 + C00015 + Z00030 => C05302 + C00167 + Z00030
R04355_v1,forward,C03939 + C01209 + Z00038 + C03939 + C01209 + Z00038 + C03939 + C01209 + Z00038 + Z00014 => C05744 + C00011 + C00229 + Z00038 + C05744 + C00011 + C00229 + Z00038 + C05744 + C00011 + C00229 + Z00038 + Z00014
R04355_v1,reverse,C05744 + C00011 + C00229 + Z00038 + C05744 + C00011 + C00229 + Z00038 + C05744 + C00011 + C00229 + Z00038 + Z00014 => C03939 + C01209 + Z00038 + C03939 + C01209 + Z00038 + C03939 + C01209 + Z00038 + Z00014
R04356,forward,C00083 + C03946 => C00010 + C04385
R04356,reverse,C00010 + C04385 => C00083 + C03946
R04358,forward,C00002 + C03959 => C00008 + C04395
R04358,reverse,C00008 + C04395 => C00002 + C03959
R04359,forward,C00029 + C03963 => C00015 + C08886
R04359,reverse,C00015 + C08886 => C00029 + C03963
R04360,forward,C03968 + C00006 => C03715 + C00005 + C00080
R04360,reverse,C03715 + C00005 + C00080 => C03968 + C00006
R04361,reverse,C00010 + C05977 => C00040 + C03968
R04362_v1,reverse,C03968 + C00189 + Z00055 + Z00054 => C04476 + C00001 + Z00055 + Z00054
R04363,reverse,C00010 + C04361 => C00040 + C03820
R04364,forward,C03972 + C00024 + C00001 => C05539 + C00010
R04364,reverse,C05539 + C00010 => C03972 + C00024 + C00001
R04365,forward,C00091 + C03972 + C00001 => C00010 + C04462
R04365,reverse,C00010 + C04462 => C00091 + C03972 + C00001
R04367_v1,forward,C03995 + Z00055 => C02126 + C04815 + Z00055
R04368,reverse,C03998 + C16669 => C04696 + C00001
R04369,forward,C00002 + C00133 + C03999 => C00008 + C00009 + C04457
R04369,reverse,C00008 + C00009 + C04457 => C00002 + C00133 + C03999
R04370,forward,C04561 + C00006 => C04000 + C00005 + C00080
R04370,reverse,C04000 + C00005 + C00080 => C04561 + C00006
R04371_v1,forward,C05662 + Z00002 + C05662 + Z00002 => C04002 + C00001 + Z00002 + C04002 + C00001 + Z00002
R04371_v1,reverse,C04002 + C00001 + Z00002 + C04002 + C00001 + Z00002 => C05662 + Z00002 + C05662 + Z00002
R04371_v2,forward,C05662 + Z00063 + C05662 + Z00063 => C04002 + C00001 + Z00063 + C04002 + C00001 + Z00063
R04371_v2,reverse,C04002 + C00001 + Z00063 + C04002 + C00001 + Z00063 => C05662 + Z00063 + C05662 + Z00063
R04372_v1,forward,C04063 + C00001 + Z00029 => C04006 + C00009 + Z00029
R04372_v1,reverse,C04006 + C00009 + Z00029 => C04063 + C00001 + Z00029
R04373,forward,C04755 + C00001 => C00140 + C04010
R04374,forward,C05147 => C03564 + C00001
R04374,reverse,C03564 + C00001 => C05147
R04375,forward,C03826 + C00003 => C05406 + C00004
R04375,reverse,C05406 + C00004 => C03826 + C00003
R04376_v1,forward,C04044 + C00007 + Z00015 => C04479 + Z00015
R04377,forward,C04046 + C00029 => C06040 + C00015
R04378_v1,forward,C04677 + C00013 + Z00029 => C04051 + C00119 + Z00029
R04378_v1,reverse,C04051 + C00119 + Z00029 => C04677 + C00013 + Z00029
R04379_v1,forward,C04186 + Z00029 => C04052 + Z00029
R04379_v1,reverse,C04052 + Z00029 => C04186 + Z00029
R04380_v1,forward,C04052 + Z00029 => C05600 + C00011 + Z00029
R04380_v1,reverse,C05600 + C00011 + Z00029 => C04052 + Z00029
R04382,forward,C06118 => 2C04053
R04383_v1,forward,C04053 + Z00054 => C04349 + Z00054
R04383_v1,reverse,C04349 + Z00054 => C04053 + Z00054
R04384,forward,C00132 + C06021 => C06020 + C00001
R04385_v1,forward,C00002 + C06250 + C00288 + Z00030 => C00008 + C00009 + C04419 + Z00030
R04385_v1,reverse,C00008 + C00009 + C04419 + Z00030 => C00002 + C06250 + C00288 + Z00030
R04386_v1,forward,C00024 + C04419 + Z00054 => C00083 + C06250 + Z00054
R04386_v1,reverse,C00083 + C06250 + Z00054 => C00024 + C04419 + Z00054
R04387,forward,C04586 + C00006 => C04067 + C00005 + C00080
R04387,reverse,C04067 + C00005 + C00080 => C04586 + C00006
R04388,forward,C00002 + C04071 => C00008 + C04503
R04388,reverse,C00008 + C04503 => C00002 + C04071
R04389,forward,C04196 => C04073
R04389,reverse,C04073 => C04196
R04390,reverse,C04076 + C11482 + C00006 => C05535 + C00005 + C00080
R04391_v1,forward,C00002 + C04079 + Z00026 => C00008 + C04352 + Z00026
R04391_v1,reverse,C00008 + C04352 + Z00026 => C00002 + C04079 + Z00026
R04393,forward,C04261 + C00243 => C00615 + C05396
R04393,reverse,C00615 + C05396 => C04261 + C00243
R04394,forward,C04261 + C01451 => C00615 + C06188
R04394,reverse,C00615 + C06188 => C04261 + C01451
R04396,forward,C00019 + C04099 => C00021 + C04725
R04397,forward,2C00001 + C04690 => C00033 + C04106 + C00014 + C00011
R04398,forward,C00019 + C04109 => C00021 + C04527
R04398,reverse,C00021 + C04527 => C00019 + C04109
R04399,forward,C04115 => C04324 + C00001
R04399,reverse,C04324 + C00001 => C04115
R04401,forward,C00002 + C04125 => C00008 + C04564
R04401,reverse,C00008 + C04564 => C00002 + C04125
R04403,forward,C00002 + C04128 => C00008 + C04565
R04403,reverse,C00008 + C04565 => C00002 + C04128
R04404_v1,forward,C04637 + C00001 + Z00029 => C01277 + C00009 + Z00029
R04405_v1,forward,C04489 + C00155 + Z00054 => C04144 + C00073 + Z00054
R04405_v1,reverse,C04144 + C00073 + Z00054 => C04489 + C00155 + Z00054
R04409,forward,C04164 + C00132 => C06358 + C00031
R04409,reverse,C06358 + C00031 => C04164 + C00132
R04410,forward,C04164 + C00469 => C06359 + C00031
R04410,reverse,C06359 + C00031 => C04164 + C00469
R04411,forward,C04164 + C00069 => C06357 + C00031
R04412,forward,C01760 + C00003 => C02533 + C00004 + C00080
R04412,reverse,C02533 + C00004 + C00080 => C01760 + C00003
R04413,reverse,C00010 + C04756 => C00040 + C04635
R04416,reverse,C04180 + C00001 => C04619
R04418,forward,C04642 + C00003 + C00001 => C04186 + C00004 + C00080
R04418,reverse,C04186 + C00004 + C00080 => C04642 + C00003 + C00001
R04419,forward,C04642 + C00006 + C00001 => C04186 + C00005 + C00080
R04419,reverse,C04186 + C00005 + C00080 => C04642 + C00006 + C00001
R04420_v1,forward,C04188 + Z00054 => C04582 + Z00054
R04420_v1,reverse,C04582 + Z00054 => C04188 + Z00054
R04421,forward,C00019 + C04207 => C00021 + C04208
R04421,reverse,C00021 + C04208 => C00019 + C04207
R04422,forward,C04219 + C00737 => C00737 + C04219
R04422,reverse,C00737 + C04219 => C04219 + C00737
R04423_v1,forward,C00203 + C04648 + Z00030 => C00015 + C06483 + Z00030
R04424,forward,C02225 => C04225 + C00001
R04424,reverse,C04225 + C00001 => C02225
R04425,forward,C04593 => C04225 + C00001
R04425,reverse,C04225 + C00001 => C04593
R04426_v1,forward,C04411 + C00003 + Z00030 => C04236 + C00004 + C00080 + Z00030
R04426_v1,reverse,C04236 + C00004 + C00080 + Z00030 => C04411 + C00003 + Z00030
R04427_v1,forward,C00019 + C05437 + Z00023 => C00021 + C04525 + Z00023
R04427_v1,reverse,C00021 + C04525 + Z00023 => C00019 + C05437 + Z00023
R04428_v1,forward,C04618 + Z00038 + C04618 + Z00038 + Z00014 => C04246 + C00001 + Z00038 + C04246 + C00001 + Z00038 + Z00014
R04428_v1,reverse,C04246 + C00001 + Z00038 + C04246 + C00001 + Z00038 + Z00014 => C04618 + Z00038 + C04618 + Z00038 + Z00014
R04429,forward,C05745 + C00003 => C04246 + C00004 + C00080
R04429,reverse,C04246 + C00004 + C00080 => C05745 + C00003
R04430_v1,forward,C05745 + C00006 + Z00038 + C05745 + C00006 + Z00038 + C05745 + C00006 + Z00038 + Z00014 => C04246 + C00005 + C00080 + Z00038 + C04246 + C00005 + C00080 + Z00038 + C04246 + C00005 + C00080 + Z00038 + Z00014
R04430_v1,reverse,C04246 + C00005 + C00080 + Z00038 + C04246 + C00005 + C00080 + Z00038 + C04246 + C00005 + C00080 + Z00038 + Z00014 => C05745 + C00006 + Z00038 + C05745 + C00006 + Z00038 + C05745 + C00006 + Z00038 + Z00014
R04431,forward,C00052 + C04247 => C00015 + C04775
R04432_v1,forward,C04253 + C00100 + Z00032 => C04570 + C00894 + Z00032
R04433_v1,reverse,C04253 + C00390 + Z00002 + Z00013 => C04570 + C00399 + Z00002 + Z00013
R04433_v2,reverse,C04253 + C00390 + Z00063 + Z00013 => C04570 + C00399 + Z00063 + Z00013
R04435,forward,C06241 + C00009 => C04257 + C00074 + C00001
R04435,reverse,C04257 + C00074 + C00001 => C06241 + C00009
R04436_v1,forward,C00019 + C04259 + Z00015 => C00021 + C05575 + Z00015
R04436_v1,reverse,C00021 + C05575 + Z00015 => C00019 + C04259 + Z00015
R04438_v1,forward,C04346 + C00026 + Z00035 => C11907 + C00025 + Z00035
R04438_v1,reverse,C11907 + C00025 + Z00035 => C04346 + C00026 + Z00035
R04439_v1,forward,C04272 + C00006 + Z00029 + C04272 + C00006 + Z00029 => C06010 + C00005 + C00080 + Z00029 + C06010 + C00005 + C00080 + Z00029
R04439_v1,reverse,C06010 + C00005 + C00080 + Z00029 + C06010 + C00005 + C00080 + Z00029 => C04272 + C00006 + Z00029 + C04272 + C00006 + Z00029
R04440_v1,forward,C04272 + C00006 + Z00029 => C04181 + C00005 + C00080 + Z00029
R04440_v1,reverse,C04181 + C00005 + C00080 + Z00029 => C04272 + C00006 + Z00029
R04441_v1,forward,C04272 + Z00002 => C00141 + C00001 + Z00002
R04443,reverse,C05938 => C04281 + C00001
R04444,forward,2C00001 + C04281 + C00003 => C05947 + C00004 + C00080
R04444,reverse,C05947 + C00004 + C00080 => 2C00001 + C04281 + C00003
R04445,forward,2C00001 + C04281 + C00006 => C05947 + C00005 + C00080
R04445,reverse,C05947 + C00005 + C00080 => 2C00001 + C04281 + C00006
R04446,reverse,C05941 => C04282 + C00001
R04447,forward,C04282 => C05942 + C00001
R04447,reverse,C05942 + C00001 => C04282
R04448_v1,forward,C00002 + C04294 + Z00029 => C00008 + C04327 + Z00029
R04448_v1,reverse,C00008 + C04327 + Z00029 => C00002 + C04294 + Z00029
R04449,forward,C00002 + C00033 + C04298 => C00020 + C00013 + C04334
R04450,forward,C04334 + C00001 => C04298 + C00033
R04450,reverse,C04298 + C00033 => C04334 + C00001
R04451,forward,C00043 + C04300 => C00015 + C04806
R04451,reverse,C00015 + C04806 => C00043 + C04300
R04452,forward,C04598 + C00001 => C04317 + C00033
R04452,reverse,C04317 + C00033 => C04598 + C00001
R04453,forward,C04484 + C00006 + C00001 => C04324 + C00005 + C00080
R04453,reverse,C04324 + C00005 + C00080 => C04484 + C00006 + C00001
R04455_v1,reverse,C04377 + C00080 + Z00015 + C00144 => C04330 + C00282 + Z00015 + C00144
R04456,forward,C04377 + C00876 + C00080 => C04330 + C01080
R04457,forward,C04732 + C15556 => 2C00001 + C04332 + C00009
R04458,forward,C04332 => C05995
R04459,reverse,C04342 + C16667 => C04848
R04461_v1,forward,C04597 + C00027 + Z00025 + Z00015 + Z00055 => C02201 + C16644 + C00001 + Z00025 + Z00015 + Z00055
R04463,forward,C00002 + C04376 + C00064 + C00001 => C00008 + C00009 + C04640 + C00025
R04463,reverse,C00008 + C00009 + C04640 + C00025 => C00002 + C04376 + C00064 + C00001
R04463_gATP,forward,C04376 + C00064 + C00001 + C00013 => C00009 + C04640 + C00025 + C00009
R04463_gATP,reverse,C00009 + C04640 + C00025 + C00009 => C04376 + C00064 + C00001 + C00013
R04464,forward,C04377 + C01080 => C04488 + C00876
R04464,reverse,C04488 + C00876 => C04377 + C01080
R04466,forward,C00024 + C04384 => C00010 + C04649
R04467,forward,C04390 + C00026 => C05539 + C00025
R04467,reverse,C05539 + C00025 => C04390 + C00026
R04469_v1,forward,C03692 + C00052 + Z00029 => C06037 + C00015 + Z00029
R04470_v1,reverse,C03692 + C00124 + Z00032 + Z00030 => C06037 + C00001 + Z00032 + Z00030
R04470_v2,reverse,C03692 + C00124 + Z00055 => C06037 + C00001 + Z00055
R04470_v3,reverse,C03692 + C00124 + Z00029 => C06037 + C00001 + Z00029
R04471,forward,2C00162 + C05401 => 2C00001 + C03692
R04472,forward,2C03692 => C20991 + C00641
R04472,reverse,C20991 + C00641 => 2C03692
R04473,forward,C00173 + C04315 => C00229 + C03692
R04473,reverse,C00229 + C03692 => C00173 + C04315
R04474,forward,2C03692 => C04315 + C06038
R04474,reverse,C04315 + C06038 => 2C03692
R04475_v1,forward,C04421 + C00026 + Z00035 => C04462 + C00025 + Z00035
R04475_v1,reverse,C04462 + C00025 + Z00035 => C04421 + C00026 + Z00035
R04476,forward,C00053 + C04426 => C00054 + C04589
R04477,forward,C06240 + C01289 => C20497 + C00015
R04477,reverse,C20497 + C00015 => C06240 + C01289
R04478_v1,forward,C04115 + Z00054 => C04434 + C00001 + Z00054
R04478_v1,reverse,C04434 + C00001 + Z00054 => C04115 + Z00054
R04479,forward,C04437 + C00001 => C05131 + C00009
R04479,reverse,C05131 + C00009 => C04437 + C00001
R04480,forward,C00350 + C00010 => C04438 + C00040
R04481,reverse,C00021 + C04692 => C00019 + C04441
R04482_v1,forward,C05364 + Z00029 => C04324 + Z00029
R04482_v1,reverse,C04324 + Z00029 => C05364 + Z00029
R04483,forward,C04840 + C00003 => C04453 + C00011 + C00004 + C00080
R04483,reverse,C04453 + C00011 + C00004 + C00080 => C04840 + C00003
R04484,forward,C00024 + C04466 => C00010 + C04505
R04486,forward,C05464 + C00001 => C04483 + C00037
R04486,reverse,C04483 + C00037 => C05464 + C00001
R04487,forward,C05463 + C00001 => C04483 + C00245
R04487,reverse,C04483 + C00245 => C05463 + C00001
R04488,forward,C04484 + C00001 => C06035 + C00058
R04489,reverse,C04484 => C05375
R04490,forward,C04485 + C00001 => C04486 + C00033
R04490,reverse,C04486 + C00033 => C04485 + C00001
R04491,forward,C00029 + C04487 => C00015 + C04759
R04493,forward,C00043 + C01290 => C00015 + C04845
R04494,forward,C00043 + C04500 => C00015 + C04537
R04494,reverse,C00015 + C04537 => C00043 + C04500
R04495,forward,C00052 + C04502 => C00015 + C04818
R04496_v1,forward,C00019 + C04506 + Z00054 => C00021 + C04748 + Z00054
R04498,forward,C01158 + C04516 => C00031 + C04576
R04500,forward,C04522 => C04431 + C01327
R04501_v1,forward,2C00999 + 2C00080 + C04530 + C00007 + Z00015 => 2C00996 + C04814 + C00001 + Z00015
R04502,forward,C00096 + C04537 => C00035 + C05860
R04502,reverse,C00035 + C05860 => C00096 + C04537
R04503,reverse,C00031 + C04542 => C04817 + C00001
R04504,forward,2C00002 + C04549 => 2C00008 + C05981
R04504,reverse,2C00008 + C05981 => 2C00002 + C04549
R04505,forward,C00019 + C04581 => C00021 + C04552 + C00080
R04505,reverse,C00021 + C04552 + C00080 => C00019 + C04581
R04506,forward,C05445 + C00003 + C00001 => C04554 + C00004 + C00080
R04506,reverse,C04554 + C00004 + C00080 => C05445 + C00003 + C00001
R04507_v1,forward,C00002 + C04554 + C00010 + Z00029 => C00020 + C00013 + C04644 + Z00029
R04507_v1,reverse,C00020 + C00013 + C04644 + Z00029 => C00002 + C04554 + C00010 + Z00029
R04509,forward,C00002 + C04556 => C00008 + C04752
R04509,reverse,C00008 + C04752 => C00002 + C04556
R04510,forward,C04559 => C04558
R04511,forward,C00344 + C04566 => C00641 + C04809
R04511,reverse,C00641 + C04809 => C00344 + C04566
R04512,forward,C04674 + C00001 => C03789 + C00191
R04512,reverse,C03789 + C00191 => C04674 + C00001
R04513_v1,forward,C05981 + C00001 + Z00029 => C04637 + C00009 + Z00029
R04514,forward,C00157 + C17276 => C04233 + C04680
R04515,forward,C04575 + C00001 => C05411 + C00011
R04517,forward,C04742 + C00003 => C04577 + C00004 + C00080
R04517,reverse,C04577 + C00004 + C00080 => C04742 + C00003
R04518,forward,C04742 + C00006 => C04577 + C00005 + C00080
R04518,reverse,C04577 + C00005 + C00080 => C04742 + C00006
R04519,reverse,C04574 + C11827 => C05898 + C11827
R04520_v1,forward,C00353 + C04590 + Z00030 => C00013 + C04638 + Z00030
R04520_v1,reverse,C00013 + C04638 + Z00030 => C00353 + C04590 + Z00030
R04520_v2,forward,C00353 + C04590 + Z00055 => C00013 + C04638 + Z00055
R04520_v2,reverse,C00013 + C04638 + Z00055 => C00353 + C04590 + Z00055
R04520_v3,forward,C00353 + C04590 + Z00029 => C00013 + C04638 + Z00029
R04520_v3,reverse,C00013 + C04638 + Z00029 => C00353 + C04590 + Z00029
R04520_v4,forward,C00353 + C04590 + Z00069 => C00013 + C04638 + Z00069
R04520_v4,reverse,C00013 + C04638 + Z00069 => C00353 + C04590 + Z00069
R04522,forward,C04623 => C04596 + C01327
R04523_v1,forward,C04599 + C00005 + C00080 + C00007 + Z00019 + Z00013 => C04731 + C00006 + C00001 + Z00019 + Z00013
R04524,forward,C04604 + C00004 + C00080 => C06050 + C00001 + C00003
R04524,reverse,C06050 + C00001 + C00003 => C04604 + C00004 + C00080
R04525,forward,C04606 + C00001 => C04711 + C00033
R04526,forward,C01623 + C04608 => C00015 + C04858
R04526,reverse,C00015 + C04858 => C01623 + C04608
R04527,reverse,C07278 + C02189 => C04776 + C00001
R04529_v1,forward,C04630 + C00026 + Z00035 => C04613 + C00025 + Z00035
R04529_v1,reverse,C04613 + C00025 + Z00035 => C04630 + C00026 + Z00035
R04531_v1,forward,C00052 + C00611 + Z00030 => C00015 + C04847 + Z00030
R04531_v1,reverse,C00015 + C04847 + Z00030 => C00052 + C00611 + Z00030
R04532,forward,C00128 + C00611 => C00055 + C04886
R04533_v1,forward,C04618 + C00006 + Z00038 + C04618 + C00006 + Z00051 + C04618 + C00006 + Z00038 + Z00014 => C05744 + C00005 + C00080 + Z00038 + C05744 + C00005 + C00080 + Z00051 + C05744 + C00005 + C00080 + Z00038 + Z00014
R04533_v1,reverse,C05744 + C00005 + C00080 + Z00038 + C05744 + C00005 + C00080 + Z00051 + C05744 + C00005 + C00080 + Z00038 + Z00014 => C04618 + C00006 + Z00038 + C04618 + C00006 + Z00051 + C04618 + C00006 + Z00038 + Z00014
