i,n_swapped,n_kinases_to_ATP,n_ligases_to_ATP,swapped,n_compounds,n_reactions,R00200,R01523,R06836,R01053,R04144,R04208,R04463,R04591,R06974,R06975
329,4,1,3,"R06836,R01053,R04591,R06975",429,1214,0,0,1,1,0,0,0,1,0,1
330,4,1,3,"R06836,R01053,R06974,R06975",429,1214,0,0,1,1,0,0,0,0,1,1
331,4,1,3,"R06836,R04144,R04208,R04463",437,1255,0,0,1,0,1,1,1,0,0,0
332,4,1,3,"R06836,R04144,R04208,R04591",437,1255,0,0,1,0,1,1,0,1,0,0
333,4,1,3,"R06836,R04144,R04208,R06974",437,1255,0,0,1,0,1,1,0,0,1,0
334,4,1,3,"R06836,R04144,R04208,R06975",437,1255,0,0,1,0,1,1,0,0,0,1
335,4,1,3,"R06836,R04144,R04463,R04591",437,1255,0,0,1,0,1,0,1,1,0,0
336,4,1,3,"R06836,R04144,R04463,R06974",437,1255,0,0,1,0,1,0,1,0,1,0
337,4,1,3,"R06836,R04144,R04463,R06975",437,1255,0,0,1,0,1,0,1,0,0,1
338,4,1,3,"R06836,R04144,R04591,R06974",437,1255,0,0,1,0,1,0,0,1,1,0
339,4,1,3,"R06836,R04144,R04591,R06975",437,1255,0,0,1,0,1,0,0,1,0,1
340,4,1,3,"R06836,R04144,R06974,R06975",437,1255,0,0,1,0,1,0,0,0,1,1
341,4,1,3,"R06836,R04208,R04463,R04591",439,1259,0,0,1,0,0,1,1,1,0,0
342,4,1,3,"R06836,R04208,R04463,R06974",438,1257,0,0,1,0,0,1,1,0,1,0
343,4,1,3,"R06836,R04208,R04463,R06975",439,1259,0,0,1,0,0,1,1,0,0,1
344,4,1,3,"R06836,R04208,R04591,R06974",438,1257,0,0,1,0,0,1,0,1,1,0
345,4,1,3,"R06836,R04208,R04591,R06975",440,1261,0,0,1,0,0,1,0,1,0,1
346,4,1,3,"R06836,R04208,R06974,R06975",438,1257,0,0,1,0,0,1,0,0,1,1
347,4,1,3,"R06836,R04463,R04591,R06974",438,1257,0,0,1,0,0,0,1,1,1,0
348,4,1,3,"R06836,R04463,R04591,R06975",439,1259,0,0,1,0,0,0,1,1,0,1
349,4,1,3,"R06836,R04463,R06974,R06975",438,1257,0,0,1,0,0,0,1,0,1,1
350,4,1,3,"R06836,R04591,R06974,R06975",438,1257,0,0,1,0,0,0,0,1,1,1
351,4,0,4,"R01053,R04144,R04208,R04463",437,1255,0,0,0,1,1,1,1,0,0,0
352,4,0,4,"R01053,R04144,R04208,R04591",437,1255,0,0,0,1,1,1,0,1,0,0
353,4,0,4,"R01053,R04144,R04208,R06974",437,1255,0,0,0,1,1,1,0,0,1,0
354,4,0,4,"R01053,R04144,R04208,R06975",437,1255,0,0,0,1,1,1,0,0,0,1
355,4,0,4,"R01053,R04144,R04463,R04591",437,1255,0,0,0,1,1,0,1,1,0,0
356,4,0,4,"R01053,R04144,R04463,R06974",437,1255,0,0,0,1,1,0,1,0,1,0
357,4,0,4,"R01053,R04144,R04463,R06975",437,1255,0,0,0,1,1,0,1,0,0,1
358,4,0,4,"R01053,R04144,R04591,R06974",437,1255,0,0,0,1,1,0,0,1,1,0
359,4,0,4,"R01053,R04144,R04591,R06975",437,1255,0,0,0,1,1,0,0,1,0,1
360,4,0,4,"R01053,R04144,R06974,R06975",437,1255,0,0,0,1,1,0,0,0,1,1
361,4,0,4,"R01053,R04208,R04463,R04591",439,1259,0,0,0,1,0,1,1,1,0,0
362,4,0,4,"R01053,R04208,R04463,R06974",438,1257,0,0,0,1,0,1,1,0,1,0
363,4,0,4,"R01053,R04208,R04463,R06975",439,1259,0,0,0,1,0,1,1,0,0,1
364,4,0,4,"R01053,R04208,R04591,R06974",438,1257,0,0,0,1,0,1,0,1,1,0
365,4,0,4,"R01053,R04208,R04591,R06975",440,1261,0,0,0,1,0,1,0,1,0,1
366,4,0,4,"R01053,R04208,R06974,R06975",438,1257,0,0,0,1,0,1,0,0,1,1
367,4,0,4,"R01053,R04463,R04591,R06974",438,1257,0,0,0,1,0,0,1,1,1,0
368,4,0,4,"R01053,R04463,R04591,R06975",439,1259,0,0,0,1,0,0,1,1,0,1
369,4,0,4,"R01053,R04463,R06974,R06975",438,1257,0,0,0,1,0,0,1,0,1,1
370,4,0,4,"R01053,R04591,R06974,R06975",438,1257,0,0,0,1,0,0,0,1,1,1
371,4,0,4,"R04144,R04208,R04463,R04591",437,1257,0,0,0,0,1,1,1,1,0,0
372,4,0,4,"R04144,R04208,R04463,R06974",437,1257,0,0,0,0,1,1,1,0,1,0
373,4,0,4,"R04144,R04208,R04463,R06975",437,1257,0,0,0,0,1,1,1,0,0,1
374,4,0,4,"R04144,R04208,R04591,R06974",437,1257,0,0,0,0,1,1,0,1,1,0
375,4,0,4,"R04144,R04208,R04591,R06975",437,1257,0,0,0,0,1,1,0,1,0,1
376,4,0,4,"R04144,R04208,R06974,R06975",437,1257,0,0,0,0,1,1,0,0,1,1
377,4,0,4,"R04144,R04463,R04591,R06974",437,1257,0,0,0,0,1,0,1,1,1,0
378,4,0,4,"R04144,R04463,R04591,R06975",437,1257,0,0,0,0,1,0,1,1,0,1
379,4,0,4,"R04144,R04463,R06974,R06975",437,1257,0,0,0,0,1,0,1,0,1,1
380,4,0,4,"R04144,R04591,R06974,R06975",437,1257,0,0,0,0,1,0,0,1,1,1
381,4,0,4,"R04208,R04463,R04591,R06974",438,1259,0,0,0,0,0,1,1,1,1,0
382,4,0,4,"R04208,R04463,R04591,R06975",439,1261,0,0,0,0,0,1,1,1,0,1
383,4,0,4,"R04208,R04463,R06974,R06975",438,1259,0,0,0,0,0,1,1,0,1,1
384,4,0,4,"R04208,R04591,R06974,R06975",438,1259,0,0,0,0,0,1,0,1,1,1
385,4,0,4,"R04463,R04591,R06974,R06975",438,1259,0,0,0,0,0,0,1,1,1,1
386,5,3,2,"R00200,R01523,R06836,R01053,R04144",429,1206,1,1,1,1,1,0,0,0,0,0
387,5,3,2,"R00200,R01523,R06836,R01053,R04208",429,1206,1,1,1,1,0,1,0,0,0,0
388,5,3,2,"R00200,R01523,R06836,R01053,R04463",429,1206,1,1,1,1,0,0,1,0,0,0
389,5,3,2,"R00200,R01523,R06836,R01053,R04591",429,1206,1,1,1,1,0,0,0,1,0,0
390,5,3,2,"R00200,R01523,R06836,R01053,R06974",429,1206,1,1,1,1,0,0,0,0,1,0
391,5,3,2,"R00200,R01523,R06836,R01053,R06975",429,1206,1,1,1,1,0,0,0,0,0,1
392,5,3,2,"R00200,R01523,R06836,R04144,R04208",437,1247,1,1,1,0,1,1,0,0,0,0
393,5,3,2,"R00200,R01523,R06836,R04144,R04463",437,1247,1,1,1,0,1,0,1,0,0,0
394,5,3,2,"R00200,R01523,R06836,R04144,R04591",437,1247,1,1,1,0,1,0,0,1,0,0
395,5,3,2,"R00200,R01523,R06836,R04144,R06974",437,1247,1,1,1,0,1,0,0,0,1,0
396,5,3,2,"R00200,R01523,R06836,R04144,R06975",437,1247,1,1,1,0,1,0,0,0,0,1
397,5,3,2,"R00200,R01523,R06836,R04208,R04463",439,1251,1,1,1,0,0,1,1,0,0,0
398,5,3,2,"R00200,R01523,R06836,R04208,R04591",440,1253,1,1,1,0,0,1,0,1,0,0
399,5,3,2,"R00200,R01523,R06836,R04208,R06974",438,1249,1,1,1,0,0,1,0,0,1,0
400,5,3,2,"R00200,R01523,R06836,R04208,R06975",440,1253,1,1,1,0,0,1,0,0,0,1
401,5,3,2,"R00200,R01523,R06836,R04463,R04591",439,1251,1,1,1,0,0,0,1,1,0,0
402,5,3,2,"R00200,R01523,R06836,R04463,R06974",438,1249,1,1,1,0,0,0,1,0,1,0
403,5,3,2,"R00200,R01523,R06836,R04463,R06975",439,1251,1,1,1,0,0,0,1,0,0,1
404,5,3,2,"R00200,R01523,R06836,R04591,R06974",438,1249,1,1,1,0,0,0,0,1,1,0
405,5,3,2,"R00200,R01523,R06836,R04591,R06975",443,1259,1,1,1,0,0,0,0,1,0,1
406,5,3,2,"R00200,R01523,R06836,R06974,R06975",438,1249,1,1,1,0,0,0,0,0,1,1
407,5,2,3,"R00200,R01523,R01053,R04144,R04208",437,1247,1,1,0,1,1,1,0,0,0,0
408,5,2,3,"R00200,R01523,R01053,R04144,R04463",437,1247,1,1,0,1,1,0,1,0,0,0
409,5,2,3,"R00200,R01523,R01053,R04144,R04591",437,1247,1,1,0,1,1,0,0,1,0,0
410,5,2,3,"R00200,R01523,R01053,R04144,R06974",437,1247,1,1,0,1,1,0,0,0,1,0
411,5,2,3,"R00200,R01523,R01053,R04144,R06975",437,1247,1,1,0,1,1,0,0,0,0,1
412,5,2,3,"R00200,R01523,R01053,R04208,R04463",439,1251,1,1,0,1,0,1,1,0,0,0
413,5,2,3,"R00200,R01523,R01053,R04208,R04591",440,1253,1,1,0,1,0,1,0,1,0,0
414,5,2,3,"R00200,R01523,R01053,R04208,R06974",438,1249,1,1,0,1,0,1,0,0,1,0
415,5,2,3,"R00200,R01523,R01053,R04208,R06975",440,1253,1,1,0,1,0,1,0,0,0,1
416,5,2,3,"R00200,R01523,R01053,R04463,R04591",439,1251,1,1,0,1,0,0,1,1,0,0
417,5,2,3,"R00200,R01523,R01053,R04463,R06974",438,1249,1,1,0,1,0,0,1,0,1,0
418,5,2,3,"R00200,R01523,R01053,R04463,R06975",439,1251,1,1,0,1,0,0,1,0,0,1
419,5,2,3,"R00200,R01523,R01053,R04591,R06974",438,1249,1,1,0,1,0,0,0,1,1,0
420,5,2,3,"R00200,R01523,R01053,R04591,R06975",443,1259,1,1,0,1,0,0,0,1,0,1
421,5,2,3,"R00200,R01523,R01053,R06974,R06975",438,1249,1,1,0,1,0,0,0,0,1,1
422,5,2,3,"R00200,R01523,R04144,R04208,R04463",437,1249,1,1,0,0,1,1,1,0,0,0
423,5,2,3,"R00200,R01523,R04144,R04208,R04591",437,1249,1,1,0,0,1,1,0,1,0,0
424,5,2,3,"R00200,R01523,R04144,R04208,R06974",437,1249,1,1,0,0,1,1,0,0,1,0
425,5,2,3,"R00200,R01523,R04144,R04208,R06975",437,1249,1,1,0,0,1,1,0,0,0,1
426,5,2,3,"R00200,R01523,R04144,R04463,R04591",437,1249,1,1,0,0,1,0,1,1,0,0
427,5,2,3,"R00200,R01523,R04144,R04463,R06974",437,1249,1,1,0,0,1,0,1,0,1,0
428,5,2,3,"R00200,R01523,R04144,R04463,R06975",437,1249,1,1,0,0,1,0,1,0,0,1
429,5,2,3,"R00200,R01523,R04144,R04591,R06974",437,1249,1,1,0,0,1,0,0,1,1,0
430,5,2,3,"R00200,R01523,R04144,R04591,R06975",437,1249,1,1,0,0,1,0,0,1,0,1
431,5,2,3,"R00200,R01523,R04144,R06974,R06975",437,1249,1,1,0,0,1,0,0,0,1,1
432,5,2,3,"R00200,R01523,R04208,R04463,R04591",439,1253,1,1,0,0,0,1,1,1,0,0
433,5,2,3,"R00200,R01523,R04208,R04463,R06974",438,1251,1,1,0,0,0,1,1,0,1,0
434,5,2,3,"R00200,R01523,R04208,R04463,R06975",439,1253,1,1,0,0,0,1,1,0,0,1
435,5,2,3,"R00200,R01523,R04208,R04591,R06974",438,1251,1,1,0,0,0,1,0,1,1,0
436,5,2,3,"R00200,R01523,R04208,R04591,R06975",440,1255,1,1,0,0,0,1,0,1,0,1
437,5,2,3,"R00200,R01523,R04208,R06974,R06975",438,1251,1,1,0,0,0,1,0,0,1,1
438,5,2,3,"R00200,R01523,R04463,R04591,R06974",438,1251,1,1,0,0,0,0,1,1,1,0
439,5,2,3,"R00200,R01523,R04463,R04591,R06975",439,1253,1,1,0,0,0,0,1,1,0,1
440,5,2,3,"R00200,R01523,R04463,R06974,R06975",438,1251,1,1,0,0,0,0,1,0,1,1
441,5,2,3,"R00200,R01523,R04591,R06974,R06975",438,1251,1,1,0,0,0,0,0,1,1,1
442,5,2,3,"R00200,R06836,R01053,R04144,R04208",429,1210,1,0,1,1,1,1,0,0,0,0
443,5,2,3,"R00200,R06836,R01053,R04144,R04463",429,1210,1,0,1,1,1,0,1,0,0,0
444,5,2,3,"R00200,R06836,R01053,R04144,R04591",429,1210,1,0,1,1,1,0,0,1,0,0
445,5,2,3,"R00200,R06836,R01053,R04144,R06974",429,1210,1,0,1,1,1,0,0,0,1,0
446,5,2,3,"R00200,R06836,R01053,R04144,R06975",429,1210,1,0,1,1,1,0,0,0,0,1
447,5,2,3,"R00200,R06836,R01053,R04208,R04463",429,1210,1,0,1,1,0,1,1,0,0,0
448,5,2,3,"R00200,R06836,R01053,R04208,R04591",429,1210,1,0,1,1,0,1,0,1,0,0
449,5,2,3,"R00200,R06836,R01053,R04208,R06974",429,1210,1,0,1,1,0,1,0,0,1,0
450,5,2,3,"R00200,R06836,R01053,R04208,R06975",429,1210,1,0,1,1,0,1,0,0,0,1
451,5,2,3,"R00200,R06836,R01053,R04463,R04591",429,1210,1,0,1,1,0,0,1,1,0,0
452,5,2,3,"R00200,R06836,R01053,R04463,R06974",429,1210,1,0,1,1,0,0,1,0,1,0
453,5,2,3,"R00200,R06836,R01053,R04463,R06975",429,1210,1,0,1,1,0,0,1,0,0,1
454,5,2,3,"R00200,R06836,R01053,R04591,R06974",429,1210,1,0,1,1,0,0,0,1,1,0
455,5,2,3,"R00200,R06836,R01053,R04591,R06975",429,1210,1,0,1,1,0,0,0,1,0,1
456,5,2,3,"R00200,R06836,R01053,R06974,R06975",429,1210,1,0,1,1,0,0,0,0,1,1
457,5,2,3,"R00200,R06836,R04144,R04208,R04463",437,1251,1,0,1,0,1,1,1,0,0,0
458,5,2,3,"R00200,R06836,R04144,R04208,R04591",437,1251,1,0,1,0,1,1,0,1,0,0
459,5,2,3,"R00200,R06836,R04144,R04208,R06974",437,1251,1,0,1,0,1,1,0,0,1,0
460,5,2,3,"R00200,R06836,R04144,R04208,R06975",437,1251,1,0,1,0,1,1,0,0,0,1
461,5,2,3,"R00200,R06836,R04144,R04463,R04591",437,1251,1,0,1,0,1,0,1,1,0,0
462,5,2,3,"R00200,R06836,R04144,R04463,R06974",437,1251,1,0,1,0,1,0,1,0,1,0
463,5,2,3,"R00200,R06836,R04144,R04463,R06975",437,1251,1,0,1,0,1,0,1,0,0,1
464,5,2,3,"R00200,R06836,R04144,R04591,R06974",437,1251,1,0,1,0,1,0,0,1,1,0
465,5,2,3,"R00200,R06836,R04144,R04591,R06975",437,1251,1,0,1,0,1,0,0,1,0,1
466,5,2,3,"R00200,R06836,R04144,R06974,R06975",437,1251,1,0,1,0,1,0,0,0,1,1
467,5,2,3,"R00200,R06836,R04208,R04463,R04591",439,1255,1,0,1,0,0,1,1,1,0,0
468,5,2,3,"R00200,R06836,R04208,R04463,R06974",438,1253,1,0,1,0,0,1,1,0,1,0
469,5,2,3,"R00200,R06836,R04208,R04463,R06975",439,1255,1,0,1,0,0,1,1,0,0,1
470,5,2,3,"R00200,R06836,R04208,R04591,R06974",438,1253,1,0,1,0,0,1,0,1,1,0
471,5,2,3,"R00200,R06836,R04208,R04591,R06975",440,1257,1,0,1,0,0,1,0,1,0,1
472,5,2,3,"R00200,R06836,R04208,R06974,R06975",438,1253,1,0,1,0,0,1,0,0,1,1
473,5,2,3,"R00200,R06836,R04463,R04591,R06974",438,1253,1,0,1,0,0,0,1,1,1,0
474,5,2,3,"R00200,R06836,R04463,R04591,R06975",439,1255,1,0,1,0,0,0,1,1,0,1
475,5,2,3,"R00200,R06836,R04463,R06974,R06975",438,1253,1,0,1,0,0,0,1,0,1,1
476,5,2,3,"R00200,R06836,R04591,R06974,R06975",438,1253,1,0,1,0,0,0,0,1,1,1
477,5,1,4,"R00200,R01053,R04144,R04208,R04463",437,1251,1,0,0,1,1,1,1,0,0,0
478,5,1,4,"R00200,R01053,R04144,R04208,R04591",437,1251,1,0,0,1,1,1,0,1,0,0
479,5,1,4,"R00200,R01053,R04144,R04208,R06974",437,1251,1,0,0,1,1,1,0,0,1,0
480,5,1,4,"R00200,R01053,R04144,R04208,R06975",437,1251,1,0,0,1,1,1,0,0,0,1
481,5,1,4,"R00200,R01053,R04144,R04463,R04591",437,1251,1,0,0,1,1,0,1,1,0,0
482,5,1,4,"R00200,R01053,R04144,R04463,R06974",437,1251,1,0,0,1,1,0,1,0,1,0
483,5,1,4,"R00200,R01053,R04144,R04463,R06975",437,1251,1,0,0,1,1,0,1,0,0,1
484,5,1,4,"R00200,R01053,R04144,R04591,R06974",437,1251,1,0,0,1,1,0,0,1,1,0
485,5,1,4,"R00200,R01053,R04144,R04591,R06975",437,1251,1,0,0,1,1,0,0,1,0,1
486,5,1,4,"R00200,R01053,R04144,R06974,R06975",437,1251,1,0,0,1,1,0,0,0,1,1
487,5,1,4,"R00200,R01053,R04208,R04463,R04591",439,1255,1,0,0,1,0,1,1,1,0,0
488,5,1,4,"R00200,R01053,R04208,R04463,R06974",438,1253,1,0,0,1,0,1,1,0,1,0
489,5,1,4,"R00200,R01053,R04208,R04463,R06975",439,1255,1,0,0,1,0,1,1,0,0,1
490,5,1,4,"R00200,R01053,R04208,R04591,R06974",438,1253,1,0,0,1,0,1,0,1,1,0
491,5,1,4,"R00200,R01053,R04208,R04591,R06975",440,1257,1,0,0,1,0,1,0,1,0,1
492,5,1,4,"R00200,R01053,R04208,R06974,R06975",438,1253,1,0,0,1,0,1,0,0,1,1
493,5,1,4,"R00200,R01053,R04463,R04591,R06974",438,1253,1,0,0,1,0,0,1,1,1,0
494,5,1,4,"R00200,R01053,R04463,R04591,R06975",439,1255,1,0,0,1,0,0,1,1,0,1
495,5,1,4,"R00200,R01053,R04463,R06974,R06975",438,1253,1,0,0,1,0,0,1,0,1,1
496,5,1,4,"R00200,R01053,R04591,R06974,R06975",438,1253,1,0,0,1,0,0,0,1,1,1
497,5,1,4,"R00200,R04144,R04208,R04463,R04591",437,1253,1,0,0,0,1,1,1,1,0,0
498,5,1,4,"R00200,R04144,R04208,R04463,R06974",437,1253,1,0,0,0,1,1,1,0,1,0
499,5,1,4,"R00200,R04144,R04208,R04463,R06975",437,1253,1,0,0,0,1,1,1,0,0,1
500,5,1,4,"R00200,R04144,R04208,R04591,R06974",437,1253,1,0,0,0,1,1,0,1,1,0
501,5,1,4,"R00200,R04144,R04208,R04591,R06975",437,1253,1,0,0,0,1,1,0,1,0,1
502,5,1,4,"R00200,R04144,R04208,R06974,R06975",437,1253,1,0,0,0,1,1,0,0,1,1
503,5,1,4,"R00200,R04144,R04463,R04591,R06974",437,1253,1,0,0,0,1,0,1,1,1,0
504,5,1,4,"R00200,R04144,R04463,R04591,R06975",437,1253,1,0,0,0,1,0,1,1,0,1
505,5,1,4,"R00200,R04144,R04463,R06974,R06975",437,1253,1,0,0,0,1,0,1,0,1,1
506,5,1,4,"R00200,R04144,R04591,R06974,R06975",437,1253,1,0,0,0,1,0,0,1,1,1
