,module,iteration,sample
3,M00375,,2407
4,M00376,,2407
5,M00377,,2407
6,ReductiveGlycineModule,,2407
0,M00165,,2408
1,M00173,,2408
2,M00374,,2408
3,M00375,,2408
4,M00376,,2408
5,M00377,,2408
6,ReductiveGlycineModule,,2408
0,M00165,,2409
1,M00173,,2409
2,M00374,,2409
3,M00375,,2409
4,M00376,,2409
5,M00377,,2409
6,ReductiveGlycineModule,,2409
0,M00165,,2410
1,M00173,,2410
2,M00374,,2410
3,M00375,,2410
4,M00376,,2410
5,M00377,,2410
6,ReductiveGlycineModule,,2410
0,M00165,,2411
1,M00173,,2411
2,M00374,,2411
3,M00375,,2411
4,M00376,,2411
5,M00377,,2411
6,ReductiveGlycineModule,,2411
0,M00165,,2412
1,M00173,,2412
2,M00374,,2412
3,M00375,,2412
4,M00376,,2412
5,M00377,,2412
6,ReductiveGlycineModule,,2412
0,M00165,,2413
1,M00173,,2413
2,M00374,,2413
3,M00375,,2413
4,M00376,,2413
5,M00377,,2413
6,ReductiveGlycineModule,,2413
0,M00165,,2414
1,M00173,,2414
2,M00374,,2414
3,M00375,,2414
4,M00376,,2414
5,M00377,,2414
6,ReductiveGlycineModule,,2414
0,M00165,,2415
1,M00173,,2415
2,M00374,,2415
3,M00375,,2415
4,M00376,,2415
5,M00377,,2415
6,ReductiveGlycineModule,,2415
0,M00165,37.0,2416
1,M00173,52.0,2416
2,ReductiveGlycineModule,61.0,2416
3,M00377,62.0,2416
4,M00374,64.0,2416
5,M00375,74.0,2416
6,M00376,74.0,2416
0,M00165,,2417
1,M00173,,2417
2,M00374,,2417
3,M00375,,2417
4,M00376,,2417
5,M00377,,2417
6,ReductiveGlycineModule,,2417
0,M00165,,2418
1,M00173,,2418
2,M00374,,2418
3,M00375,,2418
4,M00376,,2418
5,M00377,,2418
6,ReductiveGlycineModule,,2418
0,M00165,,2419
1,M00173,,2419
2,M00374,,2419
3,M00375,,2419
4,M00376,,2419
5,M00377,,2419
6,ReductiveGlycineModule,,2419
0,M00165,,2420
1,M00173,,2420
2,M00374,,2420
3,M00375,,2420
4,M00376,,2420
5,M00377,,2420
6,ReductiveGlycineModule,,2420
0,M00165,,2421
1,M00173,,2421
2,M00374,,2421
3,M00375,,2421
4,M00376,,2421
5,M00377,,2421
6,ReductiveGlycineModule,,2421
0,M00165,,2422
1,M00173,,2422
2,M00374,,2422
3,M00375,,2422
4,M00376,,2422
5,M00377,,2422
6,ReductiveGlycineModule,,2422
0,M00165,,2423
1,M00173,,2423
2,M00374,,2423
3,M00375,,2423
4,M00376,,2423
5,M00377,,2423
6,ReductiveGlycineModule,,2423
0,M00165,,2424
1,M00173,,2424
2,M00374,,2424
3,M00375,,2424
4,M00376,,2424
5,M00377,,2424
6,ReductiveGlycineModule,,2424
0,M00165,,2425
1,M00173,,2425
2,M00374,,2425
3,M00375,,2425
4,M00376,,2425
5,M00377,,2425
6,ReductiveGlycineModule,,2425
0,M00165,,2426
1,M00173,,2426
2,M00374,,2426
3,M00375,,2426
4,M00376,,2426
5,M00377,,2426
6,ReductiveGlycineModule,,2426
0,M00165,,2427
1,M00173,,2427
2,M00374,,2427
3,M00375,,2427
4,M00376,,2427
5,M00377,,2427
6,ReductiveGlycineModule,,2427
0,M00165,,2428
1,M00173,,2428
2,M00374,,2428
3,M00375,,2428
4,M00376,,2428
5,M00377,,2428
6,ReductiveGlycineModule,,2428
0,M00165,,2429
1,M00173,,2429
2,M00374,,2429
3,M00375,,2429
4,M00376,,2429
5,M00377,,2429
6,ReductiveGlycineModule,,2429
0,M00165,,2430
1,M00173,,2430
2,M00374,,2430
3,M00375,,2430
4,M00376,,2430
5,M00377,,2430
6,ReductiveGlycineModule,,2430
0,M00165,,2431
1,M00173,,2431
2,M00374,,2431
3,M00375,,2431
4,M00376,,2431
5,M00377,,2431
6,ReductiveGlycineModule,,2431
0,M00165,,2432
1,M00173,,2432
2,M00374,,2432
3,M00375,,2432
4,M00376,,2432
5,M00377,,2432
6,ReductiveGlycineModule,,2432
0,M00165,,2433
1,M00173,,2433
2,M00374,,2433
3,M00375,,2433
4,M00376,,2433
5,M00377,,2433
6,ReductiveGlycineModule,,2433
0,M00165,,2434
1,M00173,,2434
2,M00374,,2434
3,M00375,,2434
4,M00376,,2434
5,M00377,,2434
6,ReductiveGlycineModule,,2434
0,M00165,,2435
1,M00173,,2435
2,M00374,,2435
3,M00375,,2435
4,M00376,,2435
5,M00377,,2435
6,ReductiveGlycineModule,,2435
0,M00165,,2436
1,M00173,,2436
2,M00374,,2436
3,M00375,,2436
4,M00376,,2436
5,M00377,,2436
6,ReductiveGlycineModule,,2436
0,M00165,,2437
1,M00173,,2437
2,M00374,,2437
3,M00375,,2437
4,M00376,,2437
5,M00377,,2437
6,ReductiveGlycineModule,,2437
0,M00165,,2438
1,M00173,,2438
2,M00374,,2438
3,M00375,,2438
4,M00376,,2438
5,M00377,,2438
6,ReductiveGlycineModule,,2438
0,M00165,,2439
1,M00173,,2439
2,M00374,,2439
3,M00375,,2439
4,M00376,,2439
5,M00377,,2439
6,ReductiveGlycineModule,,2439
0,M00165,,2440
1,M00173,,2440
2,M00374,,2440
3,M00375,,2440
4,M00376,,2440
5,M00377,,2440
6,ReductiveGlycineModule,,2440
0,M00165,48.0,2441
1,M00173,60.0,2441
2,ReductiveGlycineModule,69.0,2441
3,M00377,70.0,2441
4,M00374,78.0,2441
5,M00375,82.0,2441
6,M00376,82.0,2441
0,M00165,,2442
1,M00173,,2442
2,M00374,,2442
3,M00375,,2442
4,M00376,,2442
5,M00377,,2442
6,ReductiveGlycineModule,,2442
0,M00165,,2443
1,M00173,,2443
2,M00374,,2443
3,M00375,,2443
4,M00376,,2443
5,M00377,,2443
6,ReductiveGlycineModule,,2443
0,M00165,,2444
1,M00173,,2444
2,M00374,,2444
3,M00375,,2444
4,M00376,,2444
5,M00377,,2444
6,ReductiveGlycineModule,,2444
0,M00165,,2445
1,M00173,,2445
2,M00374,,2445
3,M00375,,2445
4,M00376,,2445
5,M00377,,2445
6,ReductiveGlycineModule,,2445
0,M00165,,2446
1,M00173,,2446
2,M00374,,2446
3,M00375,,2446
4,M00376,,2446
5,M00377,,2446
6,ReductiveGlycineModule,,2446
0,M00165,,2447
1,M00173,,2447
2,M00374,,2447
3,M00375,,2447
4,M00376,,2447
5,M00377,,2447
6,ReductiveGlycineModule,,2447
0,M00165,,2448
1,M00173,,2448
2,M00374,,2448
3,M00375,,2448
4,M00376,,2448
5,M00377,,2448
6,ReductiveGlycineModule,,2448
0,M00165,,2449
1,M00173,,2449
2,M00374,,2449
3,M00375,,2449
4,M00376,,2449
5,M00377,,2449
6,ReductiveGlycineModule,,2449
0,M00165,,2450
1,M00173,,2450
2,M00374,,2450
3,M00375,,2450
4,M00376,,2450
5,M00377,,2450
6,ReductiveGlycineModule,,2450
0,M00165,,2451
1,M00173,,2451
2,M00374,,2451
3,M00375,,2451
4,M00376,,2451
5,M00377,,2451
6,ReductiveGlycineModule,,2451
0,M00165,,2452
1,M00173,,2452
2,M00374,,2452
3,M00375,,2452
4,M00376,,2452
5,M00377,,2452
6,ReductiveGlycineModule,,2452
0,M00165,,2453
1,M00173,,2453
2,M00374,,2453
3,M00375,,2453
4,M00376,,2453
5,M00377,,2453
6,ReductiveGlycineModule,,2453
0,M00165,,2454
1,M00173,,2454
2,M00374,,2454
3,M00375,,2454
4,M00376,,2454
5,M00377,,2454
6,ReductiveGlycineModule,,2454
0,M00165,,2455
1,M00173,,2455
2,M00374,,2455
3,M00375,,2455
4,M00376,,2455
5,M00377,,2455
6,ReductiveGlycineModule,,2455
0,M00165,,2456
1,M00173,,2456
2,M00374,,2456
3,M00375,,2456
4,M00376,,2456
5,M00377,,2456
6,ReductiveGlycineModule,,2456
0,M00165,,2457
1,M00173,,2457
2,M00374,,2457
3,M00375,,2457
4,M00376,,2457
5,M00377,,2457
6,ReductiveGlycineModule,,2457
0,M00165,,2458
1,M00173,,2458
2,M00374,,2458
3,M00375,,2458
4,M00376,,2458
5,M00377,,2458
6,ReductiveGlycineModule,,2458
0,M00165,,2459
1,M00173,,2459
2,M00374,,2459
3,M00375,,2459
4,M00376,,2459
5,M00377,,2459
6,ReductiveGlycineModule,,2459
0,M00165,,2460
1,M00173,,2460
2,M00374,,2460
3,M00375,,2460
4,M00376,,2460
5,M00377,,2460
6,ReductiveGlycineModule,,2460
0,M00165,,2461
1,M00173,,2461
2,M00374,,2461
3,M00375,,2461
4,M00376,,2461
5,M00377,,2461
6,ReductiveGlycineModule,,2461
0,M00165,,2462
1,M00173,,2462
2,M00374,,2462
3,M00375,,2462
4,M00376,,2462
5,M00377,,2462
6,ReductiveGlycineModule,,2462
0,M00165,,2463
1,M00173,,2463
2,M00374,,2463
3,M00375,,2463
4,M00376,,2463
5,M00377,,2463
6,ReductiveGlycineModule,,2463
0,M00165,,2464
1,M00173,,2464
2,M00374,,2464
3,M00375,,2464
4,M00376,,2464
5,M00377,,2464
6,ReductiveGlycineModule,,2464
0,M00165,,2465
1,M00173,,2465
2,M00374,,2465
3,M00375,,2465
4,M00376,,2465
5,M00377,,2465
6,ReductiveGlycineModule,,2465
0,M00165,,2466
1,M00173,,2466
2,M00374,,2466
3,M00375,,2466
4,M00376,,2466
5,M00377,,2466
6,ReductiveGlycineModule,,2466
0,M00165,35.0,2467
1,M00173,50.0,2467
2,ReductiveGlycineModule,59.0,2467
3,M00377,60.0,2467
4,M00374,67.0,2467
5,M00375,72.0,2467
6,M00376,72.0,2467
0,M00165,,2468
1,M00173,,2468
2,M00374,,2468
3,M00375,,2468
4,M00376,,2468
5,M00377,,2468
6,ReductiveGlycineModule,,2468
0,M00165,,2469
1,M00173,,2469
2,M00374,,2469
3,M00375,,2469
4,M00376,,2469
5,M00377,,2469
6,ReductiveGlycineModule,,2469
0,M00165,,2470
1,M00173,,2470
2,M00374,,2470
3,M00375,,2470
4,M00376,,2470
5,M00377,,2470
6,ReductiveGlycineModule,,2470
0,M00165,,2471
1,M00173,,2471
2,M00374,,2471
3,M00375,,2471
4,M00376,,2471
5,M00377,,2471
6,ReductiveGlycineModule,,2471
0,M00165,,2472
1,M00173,,2472
2,M00374,,2472
3,M00375,,2472
4,M00376,,2472
5,M00377,,2472
6,ReductiveGlycineModule,,2472
0,M00165,,2473
1,M00173,,2473
2,M00374,,2473
3,M00375,,2473
4,M00376,,2473
5,M00377,,2473
6,ReductiveGlycineModule,,2473
0,M00165,,2474
1,M00173,,2474
2,M00374,,2474
3,M00375,,2474
4,M00376,,2474
5,M00377,,2474
6,ReductiveGlycineModule,,2474
0,M00165,,2475
1,M00173,,2475
2,M00374,,2475
3,M00375,,2475
4,M00376,,2475
5,M00377,,2475
6,ReductiveGlycineModule,,2475
0,M00165,,2476
1,M00173,,2476
2,M00374,,2476
3,M00375,,2476
4,M00376,,2476
5,M00377,,2476
6,ReductiveGlycineModule,,2476
0,M00165,,2477
1,M00173,,2477
2,M00374,,2477
3,M00375,,2477
4,M00376,,2477
5,M00377,,2477
6,ReductiveGlycineModule,,2477
0,M00165,,2478
1,M00173,,2478
2,M00374,,2478
3,M00375,,2478
4,M00376,,2478
5,M00377,,2478
6,ReductiveGlycineModule,,2478
0,M00165,,2479
1,M00173,,2479
2,M00374,,2479
3,M00375,,2479
4,M00376,,2479
5,M00377,,2479
6,ReductiveGlycineModule,,2479
0,M00165,,2480
1,M00173,,2480
2,M00374,,2480
3,M00375,,2480
4,M00376,,2480
5,M00377,,2480
6,ReductiveGlycineModule,,2480
0,M00165,,2481
1,M00173,,2481
2,M00374,,2481
3,M00375,,2481
4,M00376,,2481
5,M00377,,2481
6,ReductiveGlycineModule,,2481
0,M00165,,2482
1,M00173,,2482
2,M00374,,2482
3,M00375,,2482
4,M00376,,2482
5,M00377,,2482
6,ReductiveGlycineModule,,2482
0,M00165,,2483
1,M00173,,2483
2,M00374,,2483
3,M00375,,2483
4,M00376,,2483
5,M00377,,2483
6,ReductiveGlycineModule,,2483
0,M00165,,2484
1,M00173,,2484
2,M00374,,2484
3,M00375,,2484
4,M00376,,2484
5,M00377,,2484
6,ReductiveGlycineModule,,2484
0,M00165,,2485
1,M00173,,2485
2,M00374,,2485
3,M00375,,2485
4,M00376,,2485
5,M00377,,2485
6,ReductiveGlycineModule,,2485
0,M00165,,2486
1,M00173,,2486
2,M00374,,2486
3,M00375,,2486
4,M00376,,2486
5,M00377,,2486
6,ReductiveGlycineModule,,2486
0,M00165,,2487
1,M00173,,2487
2,M00374,,2487
3,M00375,,2487
4,M00376,,2487
5,M00377,,2487
6,ReductiveGlycineModule,,2487
0,M00165,,2488
1,M00173,,2488
2,M00374,,2488
3,M00375,,2488
4,M00376,,2488
5,M00377,,2488
6,ReductiveGlycineModule,,2488
0,M00165,,2489
1,M00173,,2489
2,M00374,,2489
3,M00375,,2489
4,M00376,,2489
5,M00377,,2489
6,ReductiveGlycineModule,,2489
0,M00165,,2490
1,M00173,,2490
2,M00374,,2490
3,M00375,,2490
4,M00376,,2490
5,M00377,,2490
6,ReductiveGlycineModule,,2490
0,M00165,,2491
1,M00173,,2491
2,M00374,,2491
3,M00375,,2491
4,M00376,,2491
5,M00377,,2491
6,ReductiveGlycineModule,,2491
0,M00165,,2492
1,M00173,,2492
2,M00374,,2492
3,M00375,,2492
4,M00376,,2492
5,M00377,,2492
6,ReductiveGlycineModule,,2492
0,M00165,,2493
1,M00173,,2493
2,M00374,,2493
3,M00375,,2493
4,M00376,,2493
5,M00377,,2493
6,ReductiveGlycineModule,,2493
0,M00165,,2494
1,M00173,,2494
2,M00374,,2494
3,M00375,,2494
4,M00376,,2494
5,M00377,,2494
6,ReductiveGlycineModule,,2494
0,M00165,,2495
1,M00173,,2495
2,M00374,,2495
3,M00375,,2495
4,M00376,,2495
5,M00377,,2495
6,ReductiveGlycineModule,,2495
0,M00165,,2496
1,M00173,,2496
2,M00374,,2496
3,M00375,,2496
4,M00376,,2496
5,M00377,,2496
6,ReductiveGlycineModule,,2496
0,M00165,,2497
1,M00173,,2497
2,M00374,,2497
3,M00375,,2497
4,M00376,,2497
5,M00377,,2497
6,ReductiveGlycineModule,,2497
0,M00165,,2498
1,M00173,,2498
2,M00374,,2498
3,M00375,,2498
4,M00376,,2498
5,M00377,,2498
6,ReductiveGlycineModule,,2498
0,M00165,,2499
1,M00173,,2499
2,M00374,,2499
3,M00375,,2499
4,M00376,,2499
5,M00377,,2499
6,ReductiveGlycineModule,,2499
0,M00165,,2500
1,M00173,,2500
2,M00374,,2500
3,M00375,,2500
4,M00376,,2500
5,M00377,,2500
6,ReductiveGlycineModule,,2500
0,M00165,,2501
1,M00173,,2501
2,M00374,,2501
3,M00375,,2501
4,M00376,,2501
5,M00377,,2501
6,ReductiveGlycineModule,,2501
0,M00165,,2502
1,M00173,,2502
2,M00374,,2502
3,M00375,,2502
4,M00376,,2502
5,M00377,,2502
6,ReductiveGlycineModule,,2502
0,M00165,,2503
1,M00173,,2503
2,M00374,,2503
3,M00375,,2503
4,M00376,,2503
5,M00377,,2503
6,ReductiveGlycineModule,,2503
0,M00165,,2504
1,M00173,,2504
2,M00374,,2504
3,M00375,,2504
4,M00376,,2504
5,M00377,,2504
6,ReductiveGlycineModule,,2504
0,M00165,48.0,2505
1,M00173,60.0,2505
2,ReductiveGlycineModule,69.0,2505
3,M00377,70.0,2505
4,M00374,78.0,2505
5,M00375,82.0,2505
6,M00376,82.0,2505
0,M00165,,2506
1,M00173,,2506
2,M00374,,2506
3,M00375,,2506
4,M00376,,2506
5,M00377,,2506
6,ReductiveGlycineModule,,2506
0,M00165,,2507
1,M00173,,2507
2,M00374,,2507
3,M00375,,2507
4,M00376,,2507
5,M00377,,2507
6,ReductiveGlycineModule,,2507
0,M00165,,2508
1,M00173,,2508
2,M00374,,2508
3,M00375,,2508
4,M00376,,2508
5,M00377,,2508
6,ReductiveGlycineModule,,2508
0,M00165,,2509
1,M00173,,2509
2,M00374,,2509
3,M00375,,2509
4,M00376,,2509
5,M00377,,2509
6,ReductiveGlycineModule,,2509
0,M00165,,2510
1,M00173,,2510
2,M00374,,2510
3,M00375,,2510
4,M00376,,2510
5,M00377,,2510
6,ReductiveGlycineModule,,2510
0,M00165,,2511
1,M00173,,2511
2,M00374,,2511
3,M00375,,2511
4,M00376,,2511
5,M00377,,2511
6,ReductiveGlycineModule,,2511
0,M00165,,2512
1,M00173,,2512
2,M00374,,2512
3,M00375,,2512
4,M00376,,2512
5,M00377,,2512
6,ReductiveGlycineModule,,2512
0,M00165,,2513
1,M00173,,2513
2,M00374,,2513
3,M00375,,2513
4,M00376,,2513
5,M00377,,2513
6,ReductiveGlycineModule,,2513
0,M00165,,2514
1,M00173,,2514
2,M00374,,2514
3,M00375,,2514
4,M00376,,2514
5,M00377,,2514
6,ReductiveGlycineModule,,2514
0,M00165,,2515
1,M00173,,2515
2,M00374,,2515
3,M00375,,2515
4,M00376,,2515
5,M00377,,2515
6,ReductiveGlycineModule,,2515
0,M00165,,2516
1,M00173,,2516
2,M00374,,2516
3,M00375,,2516
4,M00376,,2516
5,M00377,,2516
6,ReductiveGlycineModule,,2516
0,M00165,,2517
1,M00173,,2517
2,M00374,,2517
3,M00375,,2517
4,M00376,,2517
5,M00377,,2517
6,ReductiveGlycineModule,,2517
0,M00165,,2518
1,M00173,,2518
2,M00374,,2518
3,M00375,,2518
4,M00376,,2518
5,M00377,,2518
6,ReductiveGlycineModule,,2518
0,M00165,,2519
1,M00173,,2519
2,M00374,,2519
3,M00375,,2519
4,M00376,,2519
5,M00377,,2519
6,ReductiveGlycineModule,,2519
0,M00165,,2520
1,M00173,,2520
2,M00374,,2520
3,M00375,,2520
4,M00376,,2520
5,M00377,,2520
6,ReductiveGlycineModule,,2520
0,M00165,,2521
1,M00173,,2521
2,M00374,,2521
3,M00375,,2521
4,M00376,,2521
5,M00377,,2521
6,ReductiveGlycineModule,,2521
0,M00165,,2522
1,M00173,,2522
2,M00374,,2522
3,M00375,,2522
4,M00376,,2522
5,M00377,,2522
6,ReductiveGlycineModule,,2522
0,M00165,,2523
1,M00173,,2523
2,M00374,,2523
3,M00375,,2523
4,M00376,,2523
5,M00377,,2523
6,ReductiveGlycineModule,,2523
0,M00165,,2524
1,M00173,,2524
2,M00374,,2524
3,M00375,,2524
4,M00376,,2524
5,M00377,,2524
6,ReductiveGlycineModule,,2524
0,M00165,,2525
1,M00173,,2525
2,M00374,,2525
3,M00375,,2525
4,M00376,,2525
5,M00377,,2525
6,ReductiveGlycineModule,,2525
0,M00165,,2526
1,M00173,,2526
2,M00374,,2526
3,M00375,,2526
4,M00376,,2526
5,M00377,,2526
6,ReductiveGlycineModule,,2526
0,M00165,,2527
1,M00173,,2527
2,M00374,,2527
3,M00375,,2527
4,M00376,,2527
5,M00377,,2527
6,ReductiveGlycineModule,,2527
0,M00165,,2528
1,M00173,,2528
2,M00374,,2528
3,M00375,,2528
4,M00376,,2528
5,M00377,,2528
6,ReductiveGlycineModule,,2528
0,M00165,,2529
1,M00173,,2529
2,M00374,,2529
3,M00375,,2529
4,M00376,,2529
5,M00377,,2529
6,ReductiveGlycineModule,,2529
0,M00165,,2530
1,M00173,,2530
2,M00374,,2530
3,M00375,,2530
4,M00376,,2530
5,M00377,,2530
6,ReductiveGlycineModule,,2530
0,M00165,,2531
1,M00173,,2531
2,M00374,,2531
3,M00375,,2531
4,M00376,,2531
5,M00377,,2531
6,ReductiveGlycineModule,,2531
0,M00165,,2532
1,M00173,,2532
2,M00374,,2532
3,M00375,,2532
4,M00376,,2532
5,M00377,,2532
6,ReductiveGlycineModule,,2532
0,M00165,,2533
1,M00173,,2533
2,M00374,,2533
3,M00375,,2533
4,M00376,,2533
5,M00377,,2533
6,ReductiveGlycineModule,,2533
0,M00165,,2534
1,M00173,,2534
2,M00374,,2534
3,M00375,,2534
4,M00376,,2534
5,M00377,,2534
6,ReductiveGlycineModule,,2534
0,M00165,,2535
1,M00173,,2535
2,M00374,,2535
3,M00375,,2535
4,M00376,,2535
5,M00377,,2535
6,ReductiveGlycineModule,,2535
0,M00165,,2536
1,M00173,,2536
2,M00374,,2536
3,M00375,,2536
4,M00376,,2536
5,M00377,,2536
6,ReductiveGlycineModule,,2536
0,M00165,,2537
1,M00173,,2537
2,M00374,,2537
3,M00375,,2537
4,M00376,,2537
5,M00377,,2537
6,ReductiveGlycineModule,,2537
0,M00165,,2538
1,M00173,,2538
2,M00374,,2538
3,M00375,,2538
4,M00376,,2538
5,M00377,,2538
6,ReductiveGlycineModule,,2538
0,M00165,,2539
1,M00173,,2539
2,M00374,,2539
3,M00375,,2539
4,M00376,,2539
5,M00377,,2539
6,ReductiveGlycineModule,,2539
0,M00165,,2540
1,M00173,,2540
2,M00374,,2540
3,M00375,,2540
4,M00376,,2540
5,M00377,,2540
6,ReductiveGlycineModule,,2540
0,M00165,,2541
1,M00173,,2541
2,M00374,,2541
3,M00375,,2541
4,M00376,,2541
5,M00377,,2541
6,ReductiveGlycineModule,,2541
0,M00165,,2542
1,M00173,,2542
2,M00374,,2542
3,M00375,,2542
4,M00376,,2542
5,M00377,,2542
6,ReductiveGlycineModule,,2542
0,M00165,,2543
1,M00173,,2543
2,M00374,,2543
3,M00375,,2543
4,M00376,,2543
5,M00377,,2543
6,ReductiveGlycineModule,,2543
0,M00165,,2544
1,M00173,,2544
2,M00374,,2544
3,M00375,,2544
4,M00376,,2544
5,M00377,,2544
6,ReductiveGlycineModule,,2544
0,M00165,,2545
1,M00173,,2545
2,M00374,,2545
3,M00375,,2545
4,M00376,,2545
5,M00377,,2545
6,ReductiveGlycineModule,,2545
0,M00165,,2546
1,M00173,,2546
2,M00374,,2546
3,M00375,,2546
4,M00376,,2546
5,M00377,,2546
6,ReductiveGlycineModule,,2546
0,M00165,,2547
1,M00173,,2547
2,M00374,,2547
3,M00375,,2547
4,M00376,,2547
5,M00377,,2547
6,ReductiveGlycineModule,,2547
0,M00165,,2548
1,M00173,,2548
2,M00374,,2548
3,M00375,,2548
4,M00376,,2548
5,M00377,,2548
6,ReductiveGlycineModule,,2548
0,M00165,41.0,2549
1,M00173,53.0,2549
2,ReductiveGlycineModule,62.0,2549
3,M00377,63.0,2549
4,M00374,70.0,2549
5,M00375,75.0,2549
6,M00376,75.0,2549
0,M00165,,2550
1,M00173,,2550
2,M00374,,2550
3,M00375,,2550
4,M00376,,2550
5,M00377,,2550
6,ReductiveGlycineModule,,2550
0,M00165,,2551
1,M00173,,2551
2,M00374,,2551
3,M00375,,2551
4,M00376,,2551
5,M00377,,2551
6,ReductiveGlycineModule,,2551
0,M00165,,2552
1,M00173,,2552
2,M00374,,2552
3,M00375,,2552
4,M00376,,2552
5,M00377,,2552
6,ReductiveGlycineModule,,2552
0,M00165,37.0,2553
1,M00173,52.0,2553
2,ReductiveGlycineModule,61.0,2553
3,M00377,62.0,2553
4,M00374,70.0,2553
5,M00375,74.0,2553
6,M00376,74.0,2553
0,M00165,,2554
1,M00173,,2554
2,M00374,,2554
3,M00375,,2554
4,M00376,,2554
5,M00377,,2554
6,ReductiveGlycineModule,,2554
0,M00165,,2555
1,M00173,,2555
2,M00374,,2555
3,M00375,,2555
4,M00376,,2555
5,M00377,,2555
6,ReductiveGlycineModule,,2555
0,M00165,,2556
1,M00173,,2556
2,M00374,,2556
3,M00375,,2556
4,M00376,,2556
5,M00377,,2556
6,ReductiveGlycineModule,,2556
0,M00165,,2557
1,M00173,,2557
2,M00374,,2557
3,M00375,,2557
4,M00376,,2557
5,M00377,,2557
6,ReductiveGlycineModule,,2557
0,M00165,,2558
1,M00173,,2558
2,M00374,,2558
3,M00375,,2558
4,M00376,,2558
5,M00377,,2558
6,ReductiveGlycineModule,,2558
0,M00165,,2559
1,M00173,,2559
2,M00374,,2559
3,M00375,,2559
4,M00376,,2559
5,M00377,,2559
6,ReductiveGlycineModule,,2559
0,M00165,,2560
1,M00173,,2560
2,M00374,,2560
3,M00375,,2560
4,M00376,,2560
5,M00377,,2560
6,ReductiveGlycineModule,,2560
0,M00165,,2561
1,M00173,,2561
2,M00374,,2561
3,M00375,,2561
4,M00376,,2561
5,M00377,,2561
6,ReductiveGlycineModule,,2561
0,M00165,,2562
1,M00173,,2562
2,M00374,,2562
3,M00375,,2562
4,M00376,,2562
5,M00377,,2562
6,ReductiveGlycineModule,,2562
0,M00165,,2563
1,M00173,,2563
2,M00374,,2563
3,M00375,,2563
4,M00376,,2563
5,M00377,,2563
6,ReductiveGlycineModule,,2563
0,M00165,,2564
1,M00173,,2564
2,M00374,,2564
3,M00375,,2564
4,M00376,,2564
5,M00377,,2564
6,ReductiveGlycineModule,,2564
0,M00165,,2565
1,M00173,,2565
2,M00374,,2565
3,M00375,,2565
4,M00376,,2565
5,M00377,,2565
6,ReductiveGlycineModule,,2565
0,M00165,,2566
1,M00173,,2566
2,M00374,,2566
3,M00375,,2566
4,M00376,,2566
5,M00377,,2566
6,ReductiveGlycineModule,,2566
0,M00165,,2567
1,M00173,,2567
2,M00374,,2567
3,M00375,,2567
4,M00376,,2567
5,M00377,,2567
6,ReductiveGlycineModule,,2567
0,M00165,,2568
1,M00173,,2568
2,M00374,,2568
3,M00375,,2568
4,M00376,,2568
5,M00377,,2568
6,ReductiveGlycineModule,,2568
0,M00165,,2569
1,M00173,,2569
2,M00374,,2569
3,M00375,,2569
4,M00376,,2569
5,M00377,,2569
6,ReductiveGlycineModule,,2569
0,M00165,,2570
1,M00173,,2570
2,M00374,,2570
3,M00375,,2570
4,M00376,,2570
5,M00377,,2570
6,ReductiveGlycineModule,,2570
0,M00165,,2571
1,M00173,,2571
2,M00374,,2571
3,M00375,,2571
4,M00376,,2571
5,M00377,,2571
6,ReductiveGlycineModule,,2571
0,M00165,,2572
1,M00173,,2572
2,M00374,,2572
3,M00375,,2572
4,M00376,,2572
5,M00377,,2572
6,ReductiveGlycineModule,,2572
0,M00165,,2573
1,M00173,,2573
2,M00374,,2573
3,M00375,,2573
4,M00376,,2573
5,M00377,,2573
6,ReductiveGlycineModule,,2573
0,M00165,,2574
1,M00173,,2574
2,M00374,,2574
3,M00375,,2574
4,M00376,,2574
5,M00377,,2574
6,ReductiveGlycineModule,,2574
0,M00165,,2575
1,M00173,,2575
2,M00374,,2575
3,M00375,,2575
4,M00376,,2575
5,M00377,,2575
6,ReductiveGlycineModule,,2575
0,M00165,,2576
1,M00173,,2576
2,M00374,,2576
3,M00375,,2576
4,M00376,,2576
5,M00377,,2576
6,ReductiveGlycineModule,,2576
0,M00165,,2577
1,M00173,,2577
2,M00374,,2577
3,M00375,,2577
4,M00376,,2577
5,M00377,,2577
6,ReductiveGlycineModule,,2577
0,M00165,,2578
1,M00173,,2578
2,M00374,,2578
3,M00375,,2578
4,M00376,,2578
5,M00377,,2578
6,ReductiveGlycineModule,,2578
0,M00165,,2579
1,M00173,,2579
2,M00374,,2579
3,M00375,,2579
4,M00376,,2579
5,M00377,,2579
6,ReductiveGlycineModule,,2579
0,M00165,,2580
1,M00173,,2580
2,M00374,,2580
3,M00375,,2580
4,M00376,,2580
5,M00377,,2580
6,ReductiveGlycineModule,,2580
0,M00165,,2581
1,M00173,,2581
2,M00374,,2581
3,M00375,,2581
4,M00376,,2581
5,M00377,,2581
6,ReductiveGlycineModule,,2581
0,M00165,,2582
1,M00173,,2582
2,M00374,,2582
3,M00375,,2582
4,M00376,,2582
5,M00377,,2582
6,ReductiveGlycineModule,,2582
0,M00165,,2583
1,M00173,,2583
2,M00374,,2583
3,M00375,,2583
4,M00376,,2583
5,M00377,,2583
6,ReductiveGlycineModule,,2583
0,M00165,,2584
1,M00173,,2584
2,M00374,,2584
3,M00375,,2584
4,M00376,,2584
5,M00377,,2584
6,ReductiveGlycineModule,,2584
0,M00165,,2585
