,rn,Fold
7299,R05627,7
7300,R10186,2002
7301,R10204,3993
7302,R10204,7578
7303,R10185,103
7304,R10185,3994
7305,R10185,7578
7306,R10205,247
7307,R10645,2002
7308,R10645,2007
7309,R10646,2002
7310,R10646,2007
7311,R10647,2002
7312,R10647,2007
7313,R12676,150
7314,R03020,304
7315,R01715,301
7316,R01715,304
7317,R02324,2004
7318,R02324,2005
7319,R03005,2004
7320,R00137,2004
7321,R07456,2002
7322,R10089,2002
7323,R10088,2002
7324,R08878,2002
7325,R08034,244
7326,R08034,4025
7327,R08034,4046
7328,R07182,244
7329,R07182,4025
7330,R07182,4046
7331,R08034,2007
7332,R08034,4024
7333,R07182,2007
7334,R07182,4024
7335,R11880,3156
7336,R11881,3156
7337,R11882,3156
7338,R05049,7524
7339,R09952,2002
7340,R06071,2002
7341,R02411,2002
7342,R00162,292
7343,R03632,73
7344,R00162,73
7345,R12459,10
7346,R12459,376
7347,R12459,4
7348,R12460,10
7349,R12460,376
7350,R12460,4
7351,R09510,376
7352,R09510,4
7353,R06978,213
7354,R06979,10
7355,R08247,301
7356,R10531,2004
7357,R00771,10
7358,R02739,10
7359,R03321,10
7360,R02740,10
7361,R06975,2003
7362,R06975,206
7363,R12062,2005
7364,R12059,2005
7365,R12060,2005
7366,R12061,2005
7367,R12066,2005
7368,R12063,2005
7369,R12064,2005
7370,R12065,2005
7371,R08577,3016
7372,R08577,7577
7373,R07605,230
7374,R00508,2006
7375,R00508,5104
7376,R00188,2006
7377,R00188,5104
7378,R11549,10
7379,R10486,246
7380,R10339,247
7381,R12017,2007
7382,R02156,10
7383,R10902,2003
7384,R10902,206
7385,R12580,2007
7386,R12581,2007
7387,R12582,2007
7388,R12583,2007
7389,R09978,2005
7390,R03613,2005
7391,R03613,301
7392,R00615,2004
7393,R00086,2004
7394,R02319,2004
7395,R10496,2
7396,R10496,304
7397,R02135,2
7398,R02135,2004
7399,R12956,3623
7400,R12956,7563
7401,R00510,3623
7402,R00510,7563
7403,R02171,3623
7404,R02171,7563
7405,R12955,3623
7406,R12955,7563
7407,R07232,2003
7408,R10093,7531
7409,R09378,212
7410,R10337,212
7411,R10337,814
7412,R11102,212
7413,R11102,814
7414,R09749,2003
7415,R07164,2003
7416,R07164,298
7417,R07165,2003
7418,R07165,298
7419,R07407,2003
7420,R07407,298
7421,R07410,2003
7422,R07410,298
7423,R13023,2003
7424,R13023,298
7425,R09707,286
7426,R11021,210
7427,R05030,2007
7428,R12330,2007
7429,R12331,2007
7430,R06211,2006
7431,R00805,2006
7432,R05790,2006
7433,R02240,4004
7434,R09770,212
7435,R09770,304
7436,R07303,2002
7437,R07303,65
7438,R00188,2002
7439,R11188,2002
7440,R10611,2003
7441,R10611,513
7442,R11154,2003
7443,R11159,2003
7444,R11160,2003
7445,R10342,102
7446,R10342,4279
7447,R10342,6075
7448,R11040,2484
7449,R11024,206
7450,R08555,2007
7451,R09646,210
7452,R04556,2003
7453,R04556,236
7454,R04557,2003
7455,R04557,236
7456,R06601,11
7457,R00988,2487
7458,R04911,2487
7459,R01959,2487
7460,R11582,7516
7461,R11039,7531
7462,R10468,304
7463,R10510,304
7464,R04216,3110
7465,R05976,3110
7466,R00251,2002
7467,R01291,309
7468,R08991,2002
7469,R07293,7579
7470,R00162,331
7471,R03632,601
7472,R00162,601
7473,R11816,150
7474,R11817,150
7475,R09541,1
7476,R09541,7514
7477,R11861,810
7478,R00215,7510
7479,R02545,7510
7480,R06180,7510
7481,R01751,7510
7482,R01333,7524
7483,R00203,7524
7484,R01446,7524
7485,R08385,7524
7486,R02123,7524
7487,R04188,3016
7488,R04188,7577
7489,R02274,3016
7490,R02274,7577
7491,R02134,206
7492,R01004,2492
7493,R03342,315
7494,R01378,315
7495,R12207,3352
7496,R09781,3352
7497,R09773,3352
7498,R09774,3352
7499,R09669,7516
7500,R09670,3883
7501,R05151,179
7502,R05151,231
7503,R04120,304
7504,R07606,304
7505,R07607,708
7506,R09501,1
7507,R09501,2003
7508,R07229,1
7509,R07229,2003
7510,R00582,2007
7511,R00582,223
7512,R02853,2007
7513,R02853,223
7514,R02961,3987
7515,R02961,3988
7516,R02961,2006
7517,R02584,398
7518,R00162,10
7519,R02468,149
7520,R02470,149
7521,R05765,109
7522,R05765,141
7523,R05766,109
7524,R05766,141
7525,R06421,109
7526,R06421,141
7527,R06422,109
7528,R06422,141
7529,R09964,109
7530,R09964,141
7531,R11659,109
7532,R11659,2485
7533,R02035,5
7534,R01101,2003
7535,R01101,279
7536,R01103,2003
7537,R01103,279
7538,R01104,2003
7539,R01104,279
7540,R01194,2003
7541,R01194,279
7542,R01329,2003
7543,R01329,279
7544,R02926,2003
7545,R02926,279
7546,R03618,2003
7547,R03618,279
7548,R03634,2003
7549,R03634,279
7550,R04019,2003
7551,R04019,279
7552,R04470,2003
7553,R04470,279
7554,R05549,2003
7555,R05549,279
7556,R05961,2003
7557,R05961,279
7558,R06070,2003
7559,R06070,279
7560,R06091,2003
7561,R06091,279
7562,R06093,2003
7563,R06093,279
7564,R06094,2003
7565,R06094,279
7566,R06096,2003
7567,R06096,279
7568,R06142,2003
7569,R06142,279
7570,R06152,2003
7571,R06152,279
7572,R12068,149
7573,R12069,149
7574,R12070,149
7575,R12071,149
7576,R03611,149
7577,R01348,149
7578,R07041,149
7579,R09451,149
7580,R09452,149
7581,R12072,149
7582,R10795,149
7583,R08727,149
7584,R08943,149
7585,R07209,149
7586,R07204,149
7587,R04826,149
7588,R12550,149
7589,R05970,219
7590,R05970,7512
7591,R04494,219
7592,R04494,7512
7593,R10511,149
7594,R02501,149
7595,R04761,149
7596,R03087,149
7597,R10515,149
7598,R01840,149
7599,R04759,149
7600,R02351,149
7601,R09515,149
7602,R09516,149
7603,R03610,149
7604,R11324,149
7605,R07208,149
7606,R07207,149
7607,R00544,179
7608,R00544,231
7609,R00544,325
7610,R00638,179
7611,R00638,231
7612,R00638,325
7613,R01278,2003
7614,R01278,236
7615,R03776,2003
7616,R03776,236
7617,R03856,2003
7618,R03856,236
7619,R03989,2003
7620,R03989,236
7621,R04753,2003
7622,R04753,236
7623,R06985,2003
7624,R06985,236
7625,R07162,2003
7626,R07162,236
7627,R00048,7579
7628,R02584,4177
7629,R05597,2486
7630,R05581,2003
7631,R05581,236
7632,R05594,2486
7633,R10696,2486
7634,R05593,2486
7635,R05598,374
7636,R05588,7527
7637,R05584,4033
7638,R05584,4052
7639,R05584,633
7640,R05599,2486
7641,R05575,2003
7642,R03354,7516
7643,R06276,7516
7644,R09382,102
7645,R09382,304
7646,R09383,102
7647,R09383,304
7648,R09384,102
7649,R09384,304
7650,R09386,102
7651,R09386,304
7652,R10455,2007
7653,R10463,2004
7654,R10463,297
7655,R10220,1
7656,R10220,4013
7657,R08576,304
7658,R08576,314
7659,R11082,230
7660,R08574,1
7661,R04328,2003
7662,R04483,2003
7663,R07149,2003
7664,R07494,2003
7665,R12366,2003
7666,R12404,2003
7667,R12406,2003
7668,R07290,7527
7669,R07230,2485
7670,R12917,2003
7671,R12918,2003
7672,R12919,2003
7673,R09087,206
7674,R10548,206
7675,R01911,2006
7676,R02494,2006
7677,R00173,2006
7678,R05777,221
7679,R05779,221
7680,R07659,3016
7681,R07659,7577
7682,R02560,1
7683,R02560,1001
7684,R02560,2003
7685,R02585,304
7686,R04610,7516
7687,R06006,7516
7688,R11714,7516
7689,R01295,149
7690,R07811,2002
7691,R06067,7516
7692,R00503,7516
7693,R04495,7516
7694,R05989,7516
7695,R06055,7516
7696,R01205,7516
7697,R05977,7516
7698,R09755,7516
7699,R05901,11
7700,R04636,11
7701,R02789,11
7702,R04659,11
7703,R05974,11
7704,R05975,11
7705,R02973,12
7706,R02973,246
7707,R07349,1
7708,R07349,2003
7709,R07349,7
7710,R07350,1
7711,R07350,2003
7712,R07350,7
7713,R07361,2007
7714,R03840,2004
7715,R03840,2006
7716,R03840,73
7717,R02248,2004
7718,R02248,2006
7719,R02248,73
7720,R00287,221
7721,R03986,221
7722,R01803,247
7723,R01803,4159
7724,R01115,247
7725,R01115,4159
7726,R02832,2003
7727,R02637,276
7728,R02639,276
7729,R05338,2002
7730,R05339,2007
7731,R09780,2007
7732,R05793,7579
7733,R07306,304
7734,R07476,2002
7735,R05618,7579
7736,R09068,7579
7737,R02394,3156
7738,R03678,867
7739,R10868,2004
7740,R10869,2004
7741,R02585,62
7742,R03218,10
7743,R00095,2003
7744,R00095,244
7745,R05825,7579
7746,R08859,7512
7747,R05325,7512
7748,R05769,7512
7749,R04291,304
7750,R04023,206
7751,R04023,5
7752,R05759,2003
7753,R05776,2003
7754,R04772,2003
7755,R04772,7577
7756,R00649,2003
7757,R00649,7577
7758,R01409,2003
7759,R02811,2003
7760,R01767,2003
7761,R01409,7579
7762,R02811,7579
7763,R02676,7579
7764,R07175,2003
7765,R07175,244
7766,R11702,7512
7767,R12038,7512
7768,R01697,2003
7769,R02925,2003
7770,R03632,604
7771,R00162,604
7772,R06974,2003
7773,R06974,206
7774,R06974,325
7775,R07416,327
7776,R07416,4011
7777,R07416,7584
7778,R00982,327
7779,R00982,4011
7780,R00982,7584
7781,R11600,4033
7782,R11600,4052
7783,R11600,633
7784,R10643,7527
7785,R10644,7527
7786,R10675,2486
7787,R04638,221
7788,R10719,129
7789,R10719,2003
7790,R01644,129
7791,R01644,2003
7792,R00515,221
7793,R01668,221
7794,R11182,2002
7795,R10848,2003
7796,R10848,236
7797,R05606,218
7798,R03632,5
7799,R00162,5
7800,R09494,1
7801,R09494,1001
7802,R09494,2003
7803,R10149,1
7804,R10149,1001
7805,R10149,2003
7806,R11488,1
7807,R11488,1001
7808,R11488,2003
7809,R09787,4294
7810,R05751,4294
7811,R09787,1
7812,R09787,1001
7813,R09787,2003
7814,R05751,1
7815,R05751,1001
7816,R05751,2003
7817,R09739,5069
7818,R02628,2002
7819,R02628,2487
7820,R02628,607
7821,R02628,223
7822,R00269,246
7823,R12241,650
7824,R02418,4
7825,R07651,307
7826,R01384,2003
7827,R01385,2003
7828,R08166,7579
7829,R07456,2007
7830,R10089,2007
7831,R10088,2007
7832,R00606,107
7833,R00606,11
7834,R00606,9
7835,R01033,331
7836,R01033,66
7837,R01563,7561
7838,R01566,283
7839,R05261,331
7840,R05261,4294
7841,R05261,66
7842,R05262,331
7843,R05262,4294
7844,R05262,66
7845,R05264,331
7846,R05264,4294
7847,R05264,66
7848,R05263,331
7849,R05263,4294
7850,R05263,66
7851,R05241,2003
7852,R05239,2003
7853,R00473,2002
7854,R00934,2002
7855,R00237,2002
7856,R01256,2003
7857,R01256,2007
7858,R01569,193
7859,R01664,193
7860,R01968,193
7861,R02088,193
7862,R02102,193
7863,R12958,193
7864,R00183,193
7865,R00511,193
7866,R00963,193
7867,R01126,193
7868,R01227,193
7869,R02323,193
7870,R02719,193
7871,R03346,193
7872,R07297,193
7873,R01562,193
7874,R01877,193
7875,R02148,193
7876,R02370,193
7877,R03060,193
7878,R03423,193
7879,R03537,193
7880,R03538,193
7881,R03929,193
7882,R05135,193
7883,R06541,2003
7884,R06542,2003
7885,R06543,2003
7886,R07351,2003
7887,R07352,2003
7888,R06967,2002
7889,R05560,2002
7890,R01234,223
7891,R01569,131
7892,R01664,131
7893,R01968,131
7894,R02088,131
7895,R02102,131
7896,R10776,131
7897,R12958,131
7898,R07582,7579
7899,R02822,7579
7900,R05842,7579
7901,R07108,7579
7902,R07109,7579
7903,R07110,7579
7904,R07111,7579
7905,R02806,2007
7906,R04168,2007
7907,R07376,2003
7908,R07376,284
7909,R02030,3883
7910,R04507,327
7911,R04507,7584
7912,R08733,327
7913,R08733,7584
7914,R08738,327
7915,R08738,7584
7916,R08743,327
7917,R08743,7584
7918,R02794,327
7919,R02794,7584
7920,R04580,327
7921,R04580,7584
7922,R05330,268
7923,R05330,7581
7924,R07937,268
7925,R07953,268
7926,R03719,268
7927,R03719,7581
7928,R04811,268
7929,R04811,7581
7930,R01923,3204
7931,R01923,323
7932,R03632,103
7933,R03632,331
7934,R00162,103
7935,R03632,223
7936,R00162,223
7937,R03632,11
7938,R03632,133
7939,R00162,133
7940,R03632,284
7941,R00162,284
7942,R03632,207
7943,R00162,207
7944,R03632,611
7945,R00162,611
7946,R03632,650
7947,R00162,650
7948,R03632,304
7949,R00162,304
7950,R03632,189
7951,R03632,534
7952,R00162,189
7953,R00162,534
7954,R10870,10
7955,R10870,109
7956,R10870,12
7957,R10871,10
7958,R10871,109
7959,R10871,12
7960,R10872,10
7961,R10872,109
7962,R10872,12
7963,R04420,2003
7964,R04420,3651
7965,R07392,281
7966,R07393,2002
7967,R07393,304
7968,R07394,2006
7969,R07363,10
7970,R07364,10
7971,R02025,223
7972,R07608,223
7973,R12507,3016
7974,R12507,7577
7975,R09640,2484
7976,R12755,2484
7977,R07399,103
7978,R07399,2002
7979,R07399,330
7980,R09936,2002
7981,R09937,2002
7982,R12544,2002
7983,R12756,2002
7984,R12545,2002
7985,R12539,2002
7986,R12546,2002
7987,R12547,2002
7988,R09947,7561
7989,R09948,7561
7990,R09949,7561
7991,R09950,7561
7992,R12625,7561
7993,R09980,7561
7994,R07316,7561
7995,R12623,7561
7996,R12624,7561
7997,R11098,301
7998,R11099,301
7999,R07245,2003
8000,R03552,588
8001,R11921,304
8002,R11921,3604
8003,R11625,2487
8004,R09637,1
8005,R09637,7540
8006,R05721,304
8007,R03875,3109
8008,R03875,376
8009,R04866,3109
8010,R04866,376
8011,R04867,3109
8012,R04867,376
8013,R03875,3131
8014,R04866,3131
8015,R04867,3131
8016,R12214,3016
8017,R12214,7577
8018,R01155,3016
8019,R01155,7577
8020,R07292,7579
8021,R04053,7574
8022,R03998,2002
8023,R03998,244
8024,R03999,2002
8025,R03999,244
8026,R07414,321
8027,R07417,7524
8028,R07418,7524
8029,R07419,2007
8030,R01010,180
8031,R00548,180
8032,R00626,180
8033,R02135,180
8034,R03024,180
8035,R11527,180
8036,R03169,4033
8037,R03169,4052
8038,R03169,633
8039,R04469,7512
8040,R03905,4
8041,R03905,7507
8042,R03905,7546
8043,R01627,207
8044,R07163,2003
8045,R04273,304
8046,R04273,130
8047,R04273,108
8048,R07445,149
8049,R07452,149
8050,R07453,149
8051,R07454,149
8052,R07446,149
8053,R12965,149
8054,R07455,149
8055,R07457,149
8056,R07458,149
8057,R10669,149
8058,R07450,149
8059,R07451,149
8060,R07610,7516
8061,R07611,7516
8062,R09304,109
8063,R09304,7512
8064,R09676,109
8065,R09676,7512
8066,R09677,109
8067,R09677,7512
8068,R03651,101
8069,R03174,147
8070,R03174,323
8071,R03174,325
8072,R04097,147
8073,R04097,323
8074,R04097,325
8075,R10998,147
8076,R10998,323
8077,R10998,325
8078,R02662,147
8079,R02662,323
8080,R02662,325
8081,R09535,2498
8082,R09282,222
8083,R09379,2003
8084,R10935,2002
8085,R12608,304
8086,R03504,283
8087,R01615,2003
8088,R01941,2003
8089,R02193,2003
8090,R02220,2003
8091,R06569,2003
8092,R02506,2003
8093,R06582,149
8094,R04342,149
8095,R03075,7579
8096,R03323,7579
8097,R00863,3016
8098,R00863,7577
8099,R00397,3016
8100,R00397,7577
8101,R03647,2
8102,R03647,314
8103,R12806,7512
8104,R12806,7516
8105,R12861,7512
8106,R12861,7516
8107,R05691,2003
8108,R07495,2003
8109,R12399,2003
8110,R12400,2003
8111,R12401,2003
8112,R12402,2003
8113,R12405,2003
8114,R01457,217
8115,R03689,217
8116,R07498,217
8117,R07499,217
8118,R07507,217
8119,R05703,217
8120,R07489,149
8121,R11097,149
8122,R07506,149
8123,R07500,141
8124,R10708,141
8125,R07512,2003
8126,R07850,149
8127,R07531,149
8128,R10070,73
8129,R06946,73
8130,R06947,73
8131,R10055,9
8132,R07178,9
8133,R07179,9
8134,R09682,5
8135,R06953,5
8136,R06952,5
8137,R06954,2003
8138,R06957,179
8139,R06957,217
8140,R06957,231
8141,R06957,244
8142,R06957,325
8143,R07202,149
8144,R07523,2003
8145,R07523,244
8146,R07534,2003
8147,R07534,244
8148,R07520,2003
8149,R07520,244
8150,R07521,101
8151,R07521,2003
8152,R07524,101
8153,R07524,2003
8154,R07527,101
8155,R07527,2003
8156,R07529,101
8157,R07529,2003
8158,R07533,101
8159,R07533,2003
8160,R12753,101
8161,R12753,2003
8162,R07535,101
8163,R07535,2003
8164,R07560,2003
8165,R07560,4294
8166,R07541,2003
8167,R07541,4294
8168,R07857,2003
8169,R07857,4294
8170,R07858,2003
8171,R07858,4294
8172,R12115,2003
8173,R12115,4294
8174,R07849,2003
8175,R07849,4294
8176,R12116,2003
8177,R12116,4294
8178,R07395,2006
8179,R07393,2006
8180,R02757,2007
8181,R02758,2007
8182,R03754,2007
8183,R05227,2004
8184,R07307,70
8185,R12635,1
8186,R00158,7531
8187,R02294,10
8188,R02295,10
8189,R01561,10
8190,R01863,10
8191,R02147,10
8192,R02297,10
8193,R08368,10
8194,R01969,10
8195,R02557,10
8196,R02748,10
8197,R10244,10
8198,R02298,10
8199,R01876,10
8200,R02296,10
8201,R02484,10
8202,R01570,10
8203,R04549,2003
8204,R04549,2492
8205,R01898,10
8206,R11479,213
8207,R07658,2003
8208,R07658,270
8209,R07658,7571
8210,R07660,2003
8211,R07660,270
8212,R07660,7571
8213,R07661,7516
8214,R10002,2002
8215,R09659,2003
8216,R09659,244
8217,R04798,244
8218,R04800,244
8219,R09691,2003
8220,R09691,244
8221,R09692,2003
8222,R09692,244
8223,R04787,244
8224,R09693,2003
8225,R09693,244
8226,R09716,2003
8227,R09716,244
8228,R07313,315
8229,R00889,2003
8230,R07672,2003
8231,R07674,4018
8232,R07674,7587
8233,R07830,141
8234,R08543,141
8235,R09487,141
8236,R07647,141
8237,R07648,141
8238,R07758,304
8239,R07762,304
8240,R09419,304
8241,R10825,304
8242,R07613,3016
8243,R07613,7577
8244,R07652,141
8245,R09793,141
8246,R07653,2003
8247,R07653,244
8248,R09690,2003
8249,R09690,244
8250,R09719,2003
8251,R09719,244
8252,R09744,2003
8253,R09744,244
8254,R09745,2003
8255,R09745,244
8256,R09746,2003
8257,R09746,244
8258,R07654,2003
8259,R07654,244
8260,R09727,2003
8261,R09727,244
8262,R09728,2003
8263,R09728,244
8264,R09671,2003
8265,R09671,244
8266,R02137,7517
8267,R02172,7517
8268,R08735,4033
8269,R08735,4052
8270,R08735,633
8271,R08740,4033
8272,R08740,4052
8273,R08740,633
8274,R07374,4033
8275,R07374,4052
8276,R07374,633
8277,R05296,7579
8278,R05362,7579
8279,R05865,7579
8280,R02604,7579
8281,R03889,7524
8282,R05353,7524
8283,R02762,7524
8284,R00008,2487
8285,R00350,2487
8286,R04278,2003
8287,R04278,298
8288,R04418,2003
8289,R04418,298
8290,R04419,2003
8291,R04419,298
8292,R04279,2003
8293,R04279,298
8294,R04478,2002
8295,R04277,2002
8296,R05359,7579
8297,R02606,7579
8298,R12169,243
8299,R11059,243
8300,R11060,243
8301,R07063,243
8302,R11110,243
8303,R11111,243
8304,R12167,243
8305,R12168,243
8306,R12170,243
8307,R12171,243
8308,R12172,243
8309,R03814,243
8310,R07933,243
8311,R07264,12
8312,R07758,614
8313,R07762,614
8314,R09419,614
8315,R10825,614
8316,R07759,2003
8317,R10826,2003
8318,R10559,5
8319,R02813,2003
8320,R02813,244
8321,R07761,221
8322,R09449,221
8323,R10828,221
8324,R10056,3109
8325,R10056,6171
8326,R09510,3109
8327,R09510,6171
8328,R09511,3109
8329,R09511,6171
8330,R12645,10
8331,R05487,149
8332,R02515,149
8333,R02517,149
8334,R03347,2004
8335,R03402,9
8336,R11996,2002
8337,R10789,2003
8338,R10790,2003
8339,R04466,109
8340,R07815,109
8341,R05784,243
8342,R09387,243
8343,R00794,1
8344,R00794,11
8345,R00794,221
8346,R00794,243
8347,R00794,7514
8348,R00796,1
8349,R00796,11
8350,R00796,221
8351,R00796,243
8352,R00796,7514
8353,R10164,139
8354,R01416,232
8355,R07638,304
8356,R05202,206
8357,R05247,331
8358,R05247,4294
8359,R05247,66
8360,R05240,2003
8361,R01507,211
8362,R02227,206
8363,R08050,10
8364,R01408,246
8365,R05441,2485
8366,R03997,2485
8367,R01793,304
8368,R01794,304
8369,R07354,304
8370,R07355,304
8371,R05745,1001
8372,R05745,2003
8373,R05453,1143
8374,R05453,1144
8375,R05453,223
8376,R05453,231
8377,R05453,2484
8378,R05453,302
8379,R05453,375
8380,R05453,7604
8381,R05138,7579
8382,R07760,319
8383,R10827,319
8384,R11720,2002
8385,R02467,10
8386,R08058,212
8387,R08147,2003
8388,R08151,2003
8389,R02374,149
8390,R02373,2003
8391,R02373,244
8392,R00381,4095
8393,R00382,4095
8394,R10822,2
8395,R10822,206
8396,R10822,4095
8397,R10823,2
8398,R10823,206
8399,R10823,4095
8400,R02158,7512
8401,R03267,7512
8402,R06611,7512
8403,R00057,2485
8404,R00057,601
8405,R00053,7579
8406,R08052,2004
8407,R08051,2004
8408,R04038,2004
8409,R11345,10
8410,R00737,4952
8411,R00737,602
8412,R06132,4953
8413,R00697,4952
8414,R00697,4953
8415,R00697,602
8416,R00381,377
8417,R00381,7568
8418,R04314,901
8419,R08159,222
8420,R08162,222
8421,R08163,222
8422,R02814,222
8423,R02596,10
8424,R03919,10
8425,R04007,10
8426,R07443,10
8427,R00602,10
8428,R03532,10
8429,R09564,136
8430,R02252,2002
8431,R02252,2003
8432,R01689,2002
8433,R01689,2003
8434,R04176,4210
8435,R04176,7568
8436,R04176,102
8437,R04176,109
8438,R01241,2007
8439,R06893,2007
8440,R07342,2007
8441,R01309,2007
8442,R02744,2007
8443,R02746,2007
8444,R02747,2007
8445,R03416,2007
8446,R03417,2007
8447,R07291,2007
8448,R08174,2007
8449,R08175,2007
8450,R08176,2007
8451,R08177,2007
8452,R08178,2007
8453,R08179,2007
8454,R08180,2007
8455,R08181,2007
8456,R08182,2007
8457,R08183,2007
8458,R09450,2007
8459,R01274,2007
8460,R09977,2002
8461,R02863,7523
8462,R00374,221
8463,R05704,221
8464,R00374,101
8465,R00374,2003
8466,R05704,101
8467,R05704,2003
8468,R00374,244
8469,R05704,244
8470,R00918,2003
8471,R00918,304
8472,R00918,6094
8473,R00918,7581
8474,R08223,2004
8475,R06361,210
8476,R04868,210
8477,R05735,1144
8478,R05735,223
8479,R05735,231
8480,R05735,1143
8481,R05735,2484
8482,R05735,302
8483,R05735,7604
8484,R05735,375
8485,R10813,304
8486,R10813,4964
8487,R10813,4966
8488,R00435,304
8489,R00435,4964
8490,R00435,4966
8491,R00441,304
8492,R00441,4964
8493,R00441,4966
8494,R00442,304
8495,R00442,4964
8496,R00442,4966
8497,R00443,304
8498,R00443,4964
8499,R00443,4966
8500,R00444,304
8501,R00444,4964
8502,R00444,4966
8503,R09518,3207
8504,R09156,3207
8505,R00148,3207
8506,R09519,3207
8507,R06023,376
8508,R02889,376
8509,R00434,237
8510,R00434,2498
8511,R00434,4035
8512,R00434,4036
8513,R00434,4054
8514,R00089,237
8515,R00089,2498
8516,R00089,4035
8517,R00089,4036
8518,R00089,4054
8519,R10633,3955
8520,R10634,3955
8521,R00379,3532
8522,R00379,4967
8523,R00135,2011
8524,R00135,7529
8525,R08379,2003
8526,R09474,5038
8527,R02251,5038
8528,R02694,5038
8529,R01999,5038
8530,R08381,5038
8531,R02366,5038
8532,R02367,5038
8533,R08388,5
8534,R12003,5
8535,R03225,2007
8536,R03225,4002
8537,R01127,210
8538,R00295,205
8539,R00295,304
8540,R08035,205
8541,R08035,304
8542,R00861,205
8543,R00861,304
8544,R01151,12
8545,R01151,243
8546,R02173,12
8547,R02173,243
8548,R04674,12
8549,R04674,243
8550,R05334,12
8551,R05334,243
8552,R02150,12
8553,R02150,243
8554,R03232,322
8555,R12578,2485
8556,R02596,2485
8557,R03919,2485
8558,R04007,2485
8559,R07443,2485
8560,R00602,2485
8561,R03532,2485
8562,R08559,306
8563,R03232,2010
8564,R03232,7537
8565,R11169,2007
8566,R11169,311
8567,R12024,246
8568,R09767,206
8569,R09398,7513
8570,R12648,7513
8571,R12649,7513
8572,R01844,2484
8573,R11183,2484
8574,R08060,298
8575,R03015,298
8576,R11743,298
8577,R03552,386
8578,R03552,907
8579,R03552,5
8580,R11531,2004
8581,R09053,2004
8582,R09060,2004
8583,R11531,2007
8584,R09053,2007
8585,R09060,2007
8586,R09055,2003
8587,R09055,236
8588,R02418,376
8589,R07159,169
8590,R07159,806
8591,R11953,2003
8592,R03295,2002
8593,R03295,206
8594,R08570,2002
8595,R10616,2002
8596,R10633,375
8597,R10634,375
8598,R10633,2003
8599,R10633,376
8600,R10634,2003
8601,R10634,376
8602,R10633,137
8603,R10634,137
8604,R03875,1
8605,R03875,109
8606,R04866,1
8607,R04866,109
8608,R04867,1
8609,R04867,109
8610,R04867,252
8611,R03875,304
8612,R04866,304
8613,R04867,304
8614,R03875,142
8615,R04866,142
8616,R04867,142
8617,R03875,377
8618,R04866,377
8619,R04867,377
8620,R03875,2003
8621,R04866,2003
8622,R04867,2003
8623,R03875,101
8624,R03875,1019
8625,R03875,1020
8626,R04866,101
8627,R04866,1019
8628,R04866,1020
8629,R04867,101
8630,R04867,1019
8631,R04867,1020
8632,R03875,77
8633,R03875,2484
8634,R04866,2484
8635,R11219,4
8636,R11216,4
8637,R11217,4
8638,R11219,3760
8639,R11216,3760
8640,R11217,3760
8641,R10056,376
8642,R09511,376
8643,R12461,10
8644,R12461,101
8645,R12461,376
8646,R12461,377
8647,R12461,6171
8648,R12460,101
8649,R12460,377
8650,R12460,6171
8651,R09510,101
8652,R09510,377
8653,R09511,101
8654,R09511,377
8655,R12459,109
8656,R12459,377
8657,R12459,6171
8658,R12460,109
8659,R09510,109
8660,R12462,101
8661,R12462,2003
8662,R12462,244
8663,R12463,101
8664,R12463,2003
8665,R12463,244
8666,R12464,101
8667,R12464,2003
8668,R12464,244
8669,R00475,2002
8670,R01341,2002
8671,R08572,1137
8672,R08572,7536
8673,R10939,304
8674,R01397,101
8675,R01397,2002
8676,R01397,2007
8677,R01397,206
8678,R01397,2487
8679,R01397,7543
8680,R01993,101
8681,R01993,2003
8682,R01993,2007
8683,R01993,206
8684,R01993,2487
8685,R01993,7543
8686,R07641,2002
8687,R00575,2002
8688,R10948,2002
8689,R10949,2002
8690,R01395,2002
8691,R12735,7581
8692,R12236,2003
8693,R08578,314
8694,R05189,2003
8695,R05189,222
8696,R05189,236
8697,R05189,304
8698,R05189,6094
8699,R05189,7581
8700,R11450,2003
8701,R11450,222
8702,R11450,236
8703,R11450,304
8704,R11450,6094
8705,R11450,7581
8706,R08776,213
8707,R08777,192
8708,R08777,213
8709,R08778,213
8710,R03380,7516
8711,R00287,246
8712,R00287,805
8713,R03986,246
8714,R03986,805
8715,R03458,2492
8716,R03459,7501
8717,R00549,2005
8718,R00161,1
8719,R04037,159
8720,R04035,239
8721,R05556,7534
8722,R12161,2002
8723,R12162,2002
8724,R10666,7523
8725,R08587,2011
8726,R08588,2002
8727,R04326,2003
8728,R04326,206
8729,R04326,301
8730,R04326,304
8731,R04326,325
8732,R04325,2003
8733,R04325,206
8734,R04325,301
8735,R04325,304
8736,R04325,325
8737,R04208,2003
8738,R04208,206
8739,R04208,325
8740,R04208,7571
8741,R04144,301
8742,R04144,304
8743,R04144,7571
8744,R04209,2003
8745,R04209,325
8746,R01660,7528
8747,R08160,149
8748,R09583,149
8749,R09584,149
8750,R09585,149
8751,R10181,2003
8752,R02681,179
8753,R02681,217
8754,R02681,231
8755,R02681,244
8756,R02681,325
8757,R08168,149
8758,R08607,149
8759,R10670,149
8760,R10672,149
8761,R11734,149
8762,R11735,149
8763,R11736,149
8764,R11737,149
8765,R11738,149
8766,R11739,149
8767,R08661,7512
8768,R08687,7512
8769,R03213,7512
8770,R08668,7512
8771,R12045,7512
8772,R08164,7512
