,rn,Fold
1561,R08287,149
1562,R08293,149
1563,R08294,149
1564,R08312,149
1565,R08343,149
1566,R08344,149
1567,R08345,149
1568,R08390,149
1569,R08391,149
1570,R08392,149
1571,R09404,149
1572,R09405,149
1573,R09406,149
1574,R09407,149
1575,R09408,149
1576,R09416,149
1577,R09418,149
1578,R09421,149
1579,R09423,149
1580,R09424,149
1581,R09425,149
1582,R09442,149
1583,R01842,149
1584,R02354,149
1585,R02355,149
1586,R02356,149
1587,R02503,149
1588,R03088,149
1589,R03089,149
1590,R03090,149
1591,R03408,149
1592,R03629,149
1593,R04121,149
1594,R04122,149
1595,R11711,262
1596,R11712,262
1597,R11713,262
1598,R10551,2002
1599,R11732,149
1600,R10041,149
1601,R07638,149
1602,R11733,149
1603,R01347,375
1604,R02281,375
1605,R06945,375
1606,R02879,375
1607,R02218,149
1608,R02843,149
1609,R03262,149
1610,R03263,149
1611,R03329,149
1612,R03851,149
1613,R04850,149
1614,R08949,149
1615,R02725,149
1616,R02726,149
1617,R01454,149
1618,R04676,149
1619,R04854,149
1620,R02724,149
1621,R02723,149
1622,R04855,149
1623,R03933,149
1624,R07409,4294
1625,R07409,66
1626,R05739,4294
1627,R05739,66
1628,R01795,257
1629,R07211,257
1630,R12540,257
1631,R01815,257
1632,R01815,304
1633,R07212,257
1634,R07212,304
1635,R12541,257
1636,R12541,304
1637,R01814,257
1638,R01814,304
1639,R07213,257
1640,R07213,304
1641,R12542,257
1642,R12542,304
1643,R02535,10
1644,R02535,11
1645,R03912,10
1646,R00731,146
1647,R02363,146
1648,R02383,146
1649,R02950,146
1650,R04693,146
1651,R04884,146
1652,R12173,3978
1653,R02222,3978
1654,R00073,389
1655,R01590,389
1656,R01599,389
1657,R00311,150
1658,R02874,129
1659,R02874,2003
1660,R02131,149
1661,R02211,149
1662,R03783,149
1663,R04852,149
1664,R04853,149
1665,R08518,149
1666,R08517,149
1667,R02130,149
1668,R02213,149
1669,R02838,149
1670,R03326,149
1671,R03784,149
1672,R03849,149
1673,R04675,149
1674,R04798,2003
1675,R04800,2003
1676,R07511,2003
1677,R09656,2003
1678,R09658,2003
1679,R00032,5
1680,R00275,601
1681,R02807,2003
1682,R02807,244
1683,R02807,304
1684,R00092,7514
1685,R03391,1
1686,R03391,221
1687,R03391,7514
1688,R03392,1
1689,R03392,221
1690,R03392,7514
1691,R02014,3005
1692,R02014,69
1693,R02020,3005
1694,R02020,69
1695,R02022,3005
1696,R02022,69
1697,R02023,3005
1698,R02023,69
1699,R04315,3005
1700,R04315,69
1701,R08363,103
1702,R08363,1074
1703,R08363,2500
1704,R08364,103
1705,R08364,1074
1706,R08364,2500
1707,R11893,103
1708,R11893,1074
1709,R11893,2500
1710,R02017,103
1711,R02017,1074
1712,R02017,2500
1713,R02018,103
1714,R02018,1074
1715,R02018,2500
1716,R02019,103
1717,R02019,1074
1718,R02019,2500
1719,R02024,103
1720,R02024,1074
1721,R02024,2500
1722,R04294,103
1723,R04294,1074
1724,R04294,2500
1725,R08363,150
1726,R08364,150
1727,R11893,150
1728,R02017,150
1729,R02018,150
1730,R02019,150
1731,R02024,150
1732,R04294,150
1733,R02014,103
1734,R02014,1074
1735,R02020,103
1736,R02020,1074
1737,R02022,103
1738,R02022,1074
1739,R02023,103
1740,R02023,1074
1741,R04315,103
1742,R04315,1074
1743,R01195,1
1744,R01195,2003
1745,R01195,7514
1746,R10159,1
1747,R10159,2003
1748,R10159,7514
1749,R11485,1
1750,R11485,2003
1751,R11485,7514
1752,R02000,2003
1753,R02000,244
1754,R05875,2003
1755,R05875,244
1756,R00019,205
1757,R00019,221
1758,R00019,5100
1759,R00019,581
1760,R00019,7556
1761,R05747,2485
1762,R01269,2003
1763,R01883,2003
1764,R04905,101
1765,R04905,2003
1766,R03130,101
1767,R03130,2003
1768,R02821,2002
1769,R00827,2003
1770,R02534,2003
1771,R02920,2003
1772,R03304,2003
1773,R04301,2003
1774,R04762,2003
1775,R04764,2003
1776,R04881,2003
1777,R04887,2003
1778,R07330,2003
1779,R02155,2003
1780,R00650,2002
1781,R11063,2002
1782,R09365,2002
1783,R09365,2007
1784,R09365,258
1785,R09365,4995
1786,R00946,2002
1787,R00946,2007
1788,R00946,258
1789,R00946,4995
1790,R04405,2002
1791,R00367,2003
1792,R02533,2003
1793,R04033,2003
1794,R00597,2488
1795,R02917,2488
1796,R00594,2
1797,R00380,2003
1798,R04858,2003
1799,R07481,2003
1800,R04427,2003
1801,R02101,266
1802,R10716,2003
1803,R08537,2003
1804,R02174,2003
1805,R02808,2003
1806,R02910,2003
1807,R09370,2003
1808,R02572,2003
1809,R07233,2003
1810,R07233,4294
1811,R07234,2003
1812,R03805,2003
1813,R08700,1
1814,R08700,2005
1815,R08700,4
1816,R04314,101
1817,R04988,2003
1818,R08769,2003
1819,R12657,2003
1820,R03701,2003
1821,R08236,2003
1822,R08239,2003
1823,R08246,2003
1824,R02056,2003
1825,R01320,2003
1826,R03424,2003
1827,R02961,2003
1828,R02961,3962
1829,R04190,2003
1830,R03411,2003
1831,R02623,2003
1832,R02623,518
1833,R12291,2007
1834,R04347,2007
1835,R11165,1137
1836,R11165,7550
1837,R04496,3447
1838,R06578,2003
1839,R01942,2003
1840,R03950,1137
1841,R03950,2003
1842,R03950,7550
1843,R03194,1137
1844,R03194,2003
1845,R03194,7550
1846,R07237,1137
1847,R07237,2003
1848,R07237,7550
1849,R07238,1137
1850,R07238,2003
1851,R07238,7550
1852,R04711,2003
1853,R08771,2003
1854,R05179,630
1855,R05179,70
1856,R07152,217
1857,R07152,304
1858,R11618,217
1859,R11618,304
1860,R11620,217
1861,R11620,304
1862,R05149,2003
1863,R07774,2003
1864,R07775,2003
1865,R03854,3016
1866,R03854,7577
1867,R05182,3687
1868,R05182,7514
1869,R05763,2003
1870,R09099,3016
1871,R09099,7577
1872,R00945,3016
1873,R00945,7577
1874,R04326,7571
1875,R04325,7571
1876,R04560,2492
1877,R04560,7543
1878,R01127,2492
1879,R01127,7543
1880,R03189,304
1881,R02287,304
1882,R02301,304
1883,R03940,270
1884,R03940,7571
1885,R02300,1
1886,R02300,304
1887,R04125,1
1888,R04125,304
1889,R01216,2002
1890,R01226,2002
1891,R01397,2003
1892,R01397,304
1893,R01398,2003
1894,R01686,2002
1895,R01686,232
1896,R01989,2002
1897,R01989,232
1898,R00565,2002
1899,R00565,232
1900,R01067,7522
1901,R01067,7574
1902,R01830,7522
1903,R01830,7574
1904,R06590,7522
1905,R06590,7574
1906,R06861,7522
1907,R06861,7574
1908,R06863,7522
1909,R06863,7574
1910,R01641,7522
1911,R01641,7574
1912,R01827,2002
1913,R08575,2002
1914,R00259,213
1915,R00259,231
1916,R00259,3117
1917,R02282,231
1918,R02282,3117
1919,R02058,213
1920,R02387,219
1921,R07940,219
1922,R08036,219
1923,R08248,219
1924,R08250,219
1925,R11902,219
1926,R01023,323
1927,R02396,323
1928,R00921,7510
1929,R00230,7510
1930,R00927,7581
1931,R01177,7581
1932,R00238,7581
1933,R02569,147
1934,R02569,323
1935,R02569,325
1936,R09380,7558
1937,R00851,7558
1938,R02617,7558
1939,R00391,7581
1940,R00829,7581
1941,R03778,7581
1942,R03858,7581
1943,R03991,7581
1944,R04742,7581
1945,R04747,7581
1946,R05506,7581
1947,R05586,7581
1948,R07891,7581
1949,R07895,7581
1950,R07899,7581
1951,R07937,7581
1952,R07953,7581
1953,R08091,7581
1954,R08095,7581
1955,R02616,208
1956,R01174,7510
1957,R09474,323
1958,R02251,323
1959,R02694,323
1960,R01999,323
1961,R01461,269
1962,R12496,269
1963,R03065,208
1964,R00371,3016
1965,R00371,7577
1966,R00586,1114
1967,R00586,208
1968,R01776,7579
1969,R01777,7579
1970,R00830,3016
1971,R00830,7577
1972,R01626,304
1973,R10115,7581
1974,R10119,7581
1975,R02768,7581
1976,R04355,7581
1977,R04726,7581
1978,R04952,7581
1979,R04957,7581
1980,R04960,7581
1981,R04963,7581
1982,R04968,7581
1983,R07762,7581
1984,R10707,7581
1985,R01013,2003
1986,R01013,70
1987,R02114,7579
1988,R01776,2007
1989,R01777,2007
1990,R10124,3016
1991,R10124,7577
1992,R03210,3016
1993,R03210,7577
1994,R03552,2486
1995,R03552,4
1996,R01281,3016
1997,R01281,7577
1998,R09381,7558
1999,R02241,7558
2000,R02760,7558
2001,R01154,213
2002,R03910,213
2003,R01933,147
2004,R01933,323
2005,R01933,325
2006,R02571,147
2007,R02571,323
2008,R02571,325
2009,R02570,147
2010,R02570,323
2011,R02570,325
2012,R03720,11
2013,R03720,7579
2014,R08744,11
2015,R08744,7579
2016,R08745,11
2017,R08745,7579
2018,R03718,11
2019,R03718,7579
2020,R08174,11
2021,R08174,7579
2022,R08175,11
2023,R08175,7579
2024,R08176,11
2025,R08176,7579
2026,R08177,11
2027,R08177,7579
2028,R08178,11
2029,R08178,7579
2030,R08179,11
2031,R08179,7579
2032,R08180,11
2033,R08180,7579
2034,R08181,11
2035,R08181,7579
2036,R08182,11
2037,R08182,7579
2038,R08183,11
2039,R08183,7579
2040,R09450,11
2041,R09450,7579
2042,R01274,11
2043,R01274,7579
2044,R07987,7581
2045,R07988,7581
2046,R07989,7581
2047,R12117,7581
2048,R12915,7581
2049,R01613,7581
2050,R06251,208
2051,R01556,208
2052,R03767,7547
2053,R04348,7547
2054,R01889,213
2055,R01624,2003
2056,R01624,222
2057,R01624,236
2058,R01624,304
2059,R01624,6094
2060,R01624,7581
2061,R01626,2003
2062,R01626,222
2063,R01626,236
2064,R01626,6094
2065,R01626,7581
2066,R01706,2003
2067,R01706,222
2068,R01706,236
2069,R01706,304
2070,R01706,6094
2071,R01706,7581
2072,R04355,2003
2073,R04355,222
2074,R04355,236
2075,R04355,304
2076,R04355,6094
2077,R04428,2003
2078,R04428,222
2079,R04428,236
2080,R04428,304
2081,R04428,6094
2082,R04428,7581
2083,R04430,222
2084,R04430,236
2085,R04430,304
2086,R04430,6094
2087,R04430,7581
2088,R04533,222
2089,R04533,236
2090,R04533,304
2091,R04533,6094
2092,R04533,7581
2093,R04534,222
2094,R04534,236
2095,R04534,304
2096,R04534,6094
2097,R04534,7581
2098,R04535,2003
2099,R04535,222
2100,R04535,236
2101,R04535,304
2102,R04535,6094
2103,R04535,7581
2104,R04536,222
2105,R04536,236
2106,R04536,304
2107,R04536,6094
2108,R04536,7581
2109,R04537,2003
2110,R04537,222
2111,R04537,236
2112,R04537,304
2113,R04537,6094
2114,R04537,7581
2115,R04543,222
2116,R04543,236
2117,R04543,304
2118,R04543,6094
2119,R04543,7581
2120,R04544,2003
2121,R04544,222
2122,R04544,236
2123,R04544,304
2124,R04544,6094
2125,R04544,7581
2126,R04566,222
2127,R04566,236
2128,R04566,304
2129,R04566,6094
2130,R04566,7581
2131,R04568,2003
2132,R04568,222
2133,R04568,236
2134,R04568,304
2135,R04568,6094
2136,R04568,7581
2137,R04725,222
2138,R04725,236
2139,R04725,304
2140,R04725,6094
2141,R04725,7581
2142,R04726,2003
2143,R04726,222
2144,R04726,236
2145,R04726,304
2146,R04726,6094
2147,R04952,2003
2148,R04952,222
2149,R04952,236
2150,R04952,304
2151,R04952,6094
2152,R04953,222
2153,R04953,236
2154,R04953,304
2155,R04953,6094
2156,R04953,7581
2157,R04954,2003
2158,R04954,222
2159,R04954,236
2160,R04954,304
2161,R04954,6094
2162,R04954,7581
2163,R04956,222
2164,R04956,236
2165,R04956,304
2166,R04956,6094
2167,R04956,7581
2168,R04957,2003
2169,R04957,222
2170,R04957,236
2171,R04957,304
2172,R04957,6094
2173,R04959,222
2174,R04959,236
2175,R04959,304
2176,R04959,6094
2177,R04959,7581
2178,R04960,2003
2179,R04960,222
2180,R04960,236
2181,R04960,304
2182,R04960,6094
2183,R04962,222
2184,R04962,236
2185,R04962,304
2186,R04962,6094
2187,R04962,7581
2188,R04963,2003
2189,R04963,222
2190,R04963,236
2191,R04963,304
2192,R04963,6094
2193,R04964,222
2194,R04964,236
2195,R04964,304
2196,R04964,6094
2197,R04964,7581
2198,R04965,2003
2199,R04965,222
2200,R04965,236
2201,R04965,304
2202,R04965,6094
2203,R04965,7581
2204,R04967,222
2205,R04967,236
2206,R04967,304
2207,R04967,6094
2208,R04967,7581
2209,R04968,2003
2210,R04968,222
2211,R04968,236
2212,R04968,304
2213,R04968,6094
2214,R04970,222
2215,R04970,236
2216,R04970,304
2217,R04970,6094
2218,R04970,7581
2219,R05188,2003
2220,R05188,222
2221,R05188,236
2222,R05188,304
2223,R05188,6094
2224,R05188,7581
2225,R01624,132
2226,R01624,2002
2227,R01624,301
2228,R01624,3294
2229,R01624,3321
2230,R01624,3323
2231,R01626,132
2232,R01626,2002
2233,R01626,301
2234,R01626,3294
2235,R01626,3321
2236,R01626,3323
2237,R04355,132
2238,R04355,2002
2239,R04355,301
2240,R04355,3294
2241,R04355,3321
2242,R04355,3323
2243,R04428,132
2244,R04428,2002
2245,R04428,301
2246,R04428,3294
2247,R04428,3321
2248,R04428,3323
2249,R04430,132
2250,R04430,2002
2251,R04430,301
2252,R04430,3294
2253,R04430,3321
2254,R04430,3323
2255,R04533,132
2256,R04533,2002
2257,R04533,301
2258,R04533,3294
2259,R04533,3321
2260,R04533,3323
2261,R04534,132
2262,R04534,2002
2263,R04534,301
2264,R04534,3294
2265,R04534,3321
2266,R04534,3323
2267,R04535,132
2268,R04535,2002
2269,R04535,301
2270,R04535,3294
2271,R04535,3321
2272,R04535,3323
2273,R04536,132
2274,R04536,2002
2275,R04536,301
2276,R04536,3294
2277,R04536,3321
2278,R04536,3323
2279,R04537,132
2280,R04537,2002
2281,R04537,301
2282,R04537,3294
2283,R04537,3321
2284,R04537,3323
2285,R04543,132
2286,R04543,2002
2287,R04543,301
2288,R04543,3294
2289,R04543,3321
2290,R04543,3323
2291,R04544,132
2292,R04544,2002
2293,R04544,301
2294,R04544,3294
2295,R04544,3321
2296,R04544,3323
2297,R04566,132
2298,R04566,2002
2299,R04566,301
2300,R04566,3294
2301,R04566,3321
2302,R04566,3323
2303,R04568,132
2304,R04568,2002
2305,R04568,301
2306,R04568,3294
2307,R04568,3321
2308,R04568,3323
2309,R04725,132
2310,R04725,2002
2311,R04725,301
2312,R04725,3294
2313,R04725,3321
2314,R04725,3323
2315,R04726,132
2316,R04726,2002
2317,R04726,301
2318,R04726,3294
2319,R04726,3321
2320,R04726,3323
2321,R04952,132
2322,R04952,2002
2323,R04952,301
2324,R04952,3294
2325,R04952,3321
2326,R04952,3323
2327,R04953,132
2328,R04953,2002
2329,R04953,301
2330,R04953,3294
2331,R04953,3321
2332,R04953,3323
2333,R04954,132
2334,R04954,2002
2335,R04954,301
2336,R04954,3294
2337,R04954,3321
2338,R04954,3323
2339,R04956,132
2340,R04956,2002
2341,R04956,301
2342,R04956,3294
2343,R04956,3321
2344,R04956,3323
2345,R04957,132
2346,R04957,2002
2347,R04957,301
2348,R04957,3294
2349,R04957,3321
2350,R04957,3323
2351,R04959,132
2352,R04959,2002
2353,R04959,301
2354,R04959,3294
2355,R04959,3321
2356,R04959,3323
2357,R04960,132
2358,R04960,2002
2359,R04960,301
2360,R04960,3294
2361,R04960,3321
2362,R04960,3323
2363,R04962,132
2364,R04962,2002
2365,R04962,301
2366,R04962,3294
2367,R04962,3321
2368,R04962,3323
2369,R04963,132
2370,R04963,2002
2371,R04963,301
2372,R04963,3294
2373,R04963,3321
2374,R04963,3323
2375,R04964,132
2376,R04964,2002
2377,R04964,301
2378,R04964,3294
2379,R04964,3321
2380,R04964,3323
2381,R04965,132
2382,R04965,2002
2383,R04965,301
2384,R04965,3294
2385,R04965,3321
2386,R04965,3323
2387,R04967,132
2388,R04967,2002
2389,R04967,301
2390,R04967,3294
2391,R04967,3321
2392,R04967,3323
2393,R04968,132
2394,R04968,2002
2395,R04968,301
2396,R04968,3294
2397,R04968,3321
2398,R04968,3323
2399,R04970,132
2400,R04970,2002
2401,R04970,301
2402,R04970,3294
2403,R04970,3321
2404,R04970,3323
2405,R10700,132
2406,R10700,2002
2407,R10700,2003
2408,R10700,222
2409,R10700,301
2410,R10700,304
2411,R10700,3294
2412,R10700,3321
2413,R10700,3323
2414,R10700,7581
2415,R05190,132
2416,R05190,2002
2417,R05190,2003
2418,R05190,222
2419,R05190,301
2420,R05190,304
2421,R05190,3294
2422,R05190,3321
2423,R05190,3323
2424,R05190,7581
2425,R01624,3322
2426,R01626,3322
2427,R04355,3322
2428,R04428,3322
2429,R04430,3322
2430,R04533,3322
2431,R04534,3322
2432,R04535,3322
2433,R04536,3322
2434,R04537,3322
2435,R04543,3322
2436,R04544,3322
2437,R04566,3322
2438,R04568,3322
2439,R04725,3322
2440,R04726,3322
2441,R04952,3322
2442,R04953,3322
2443,R04954,3322
2444,R04956,3322
2445,R04957,3322
2446,R04959,3322
2447,R04960,3322
2448,R04962,3322
2449,R04963,3322
2450,R04964,3322
2451,R04965,3322
2452,R04967,3322
2453,R04968,3322
2454,R04970,3322
2455,R10700,3322
2456,R05190,3322
2457,R02911,213
2458,R03760,213
2459,R03992,213
2460,R03390,304
2461,R00832,213
2462,R04365,208
2463,R04365,3001
2464,R04024,219
2465,R08386,219
2466,R04567,208
2467,R12920,208
2468,R04514,219
2469,R08387,219
2470,R08389,219
2471,R05333,7579
2472,R03916,210
2473,R03970,210
2474,R03971,210
2475,R01262,210
2476,R01687,210
2477,R03867,210
2478,R04159,210
2479,R04935,210
2480,R00494,210
2481,R02743,810
2482,R03749,810
2483,R04058,2011
2484,R03813,213
2485,R11443,213
2486,R11444,213
2487,R03862,2485
2488,R03983,219
2489,R02111,7512
2490,R06050,7512
2491,R06185,7512
2492,R01821,7512
2493,R02120,12
2494,R02120,3339
2495,R02120,702
2496,R06066,12
2497,R06066,3339
2498,R06066,702
2499,R06034,2002
2500,R00803,2002
2501,R06040,12
2502,R01555,12
2503,R05140,5
2504,R06079,5
2505,R06051,7512
2506,R00292,7512
2507,R06023,7516
2508,R02889,7516
2509,R00806,3304
2510,R00806,3500
2511,R00806,7512
2512,R06036,3304
2513,R06036,3500
2514,R06036,7512
2515,R07256,3304
2516,R07256,3500
2517,R07256,7512
2518,R08676,3304
2519,R08676,3500
2520,R08676,7512
2521,R06073,7512
2522,R00766,7512
2523,R00836,7512
2524,R02737,7512
2525,R06043,7512
2526,R06226,7512
2527,R11783,7512
2528,R06028,2004
2529,R06028,7516
2530,R02335,2004
2531,R02335,7516
2532,R01383,7512
2533,R02358,7512
2534,R02389,7512
2535,R02478,7512
2536,R02502,7512
2537,R02902,7512
2538,R03091,7512
2539,R04352,7512
2540,R04353,7512
2541,R04354,7512
2542,R04683,7512
2543,R07106,7512
2544,R08259,7512
2545,R08261,7512
2546,R08262,7512
2547,R08263,7512
2548,R08615,7512
2549,R09426,7512
2550,R09427,7512
2551,R09428,7512
2552,R06186,11
2553,R06186,12
2554,R06186,2002
2555,R02110,11
2556,R02110,12
2557,R02110,2002
2558,R11260,11
2559,R11260,2002
2560,R06056,109
2561,R06056,12
2562,R00952,109
2563,R00952,12
2564,R06049,7512
2565,R02421,7512
2566,R06067,235
2567,R00503,235
2568,R05196,11
2569,R05196,2002
2570,R06069,11
2571,R06069,2002
2572,R06020,7577
2573,R03118,7577
2574,R04548,7516
2575,R06029,7516
2576,R06168,7516
2577,R06190,7516
2578,R06167,7516
2579,R06187,7516
2580,R06191,7516
2581,R06193,7516
2582,R06197,7516
2583,R04423,7516
2584,R02183,6
2585,R02183,7516
2586,R05907,6
2587,R05907,7516
2588,R12807,7512
2589,R12862,7512
2590,R06025,7512
2591,R06038,7512
2592,R06039,7512
2593,R06075,7512
2594,R06076,7512
2595,R06095,7512
2596,R06162,7512
2597,R06163,7512
2598,R06164,7512
2599,R06165,7512
2600,R06221,7512
2601,R06222,7512
2602,R06224,7512
2603,R06227,7512
2604,R06230,7512
2605,R04553,7512
2606,R06155,7512
2607,R05988,7512
2608,R09319,7512
2609,R06275,7516
2610,R01497,7516
2611,R01009,7516
2612,R05965,7516
2613,R11322,7516
2614,R04182,7516
2615,R03490,7516
2616,R05109,7516
2617,R05938,7516
2618,R05939,7516
2619,R05946,7516
2620,R05952,7516
2621,R12962,7516
2622,R04584,7516
2623,R05983,7516
2624,R11399,6
2625,R04072,6
2626,R07620,6
2627,R01005,7516
2628,R10436,7516
2629,R05908,7516
2630,R05926,7516
2631,R05927,216
2632,R05928,7516
2633,R12482,7516
2634,R04607,7516
2635,R04653,7516
2636,R07258,7516
2637,R05985,7516
2638,R07259,10
2639,R05986,10
2640,R11320,7516
2641,R02791,7516
2642,R04531,7516
2643,R05978,7516
2644,R06145,7516
2645,R06169,7516
2646,R05929,7516
2647,R05934,7516
2648,R04603,7516
2649,R05932,7516
2650,R04606,101
2651,R04606,2003
2652,R04606,2492
2653,R06045,2002
2654,R06045,7512
2655,R03996,2002
2656,R03996,7512
2657,R03681,7516
2658,R06068,7516
2659,R05327,7516
2660,R11318,7512
2661,R06015,7512
2662,R09318,7512
2663,R02298,184
2664,R02298,325
2665,R02298,7544
2666,R01876,184
2667,R01876,325
2668,R01876,7544
2669,R02296,184
2670,R02296,325
2671,R02296,7544
2672,R02484,184
2673,R02484,325
2674,R02484,7544
2675,R01570,184
2676,R01570,325
2677,R01570,7544
2678,R02484,2011
2679,R08229,2011
2680,R01876,2011
2681,R01969,184
2682,R01969,325
2683,R01969,7544
2684,R02748,184
2685,R02748,325
2686,R02748,7544
2687,R08222,184
2688,R08222,325
2689,R08222,7544
2690,R08230,184
2691,R08230,325
2692,R08230,7544
2693,R04378,7573
2694,R00190,7573
2695,R01229,7573
2696,R02142,7573
2697,R08237,7573
2698,R08238,7573
2699,R08245,7573
2700,R01132,7573
2701,R00966,7573
2702,R08231,7573
2703,R01870,7573
2704,R01724,2002
2705,R01724,325
2706,R01724,375
2707,R01072,210
2708,R01072,7573
2709,R01071,304
2710,R01071,7523
2711,R01073,184
2712,R01073,7544
2713,R03348,2002
2714,R03348,325
2715,R04148,7553
2716,R05925,390
2717,R01402,2011
2718,R10209,2002
2719,R04176,237
2720,R04176,609
2721,R00555,237
2722,R04074,11
2723,R04074,237
2724,R04074,5000
2725,R03789,2002
2726,R03489,7555
2727,R04532,7555
2728,R05580,7555
2729,R05905,7555
2730,R05906,7555
2731,R05990,7555
2732,R06121,7555
2733,R06188,7555
2734,R09298,7555
2735,R04648,7555
2736,R05116,7555
2737,R05942,7555
2738,R05949,7555
2739,R05957,7555
2740,R05967,7555
2741,R11715,7555
2742,R04590,7555
2743,R05913,7555
2744,R06153,7555
2745,R04596,7555
2746,R04656,7555
2747,R06026,7555
2748,R06037,7555
2749,R09297,7555
2750,R06153,7512
2751,R04596,7512
2752,R04656,7512
2753,R06026,7512
2754,R06037,7512
2755,R09297,7512
2756,R01658,141
2757,R02003,141
2758,R11312,2002
2759,R10712,2002
2760,R03223,2002
2761,R04771,327
2762,R00177,327
2763,R00660,328
2764,R01122,3949
2765,R00066,1
2766,R04457,2007
2767,R03066,2002
2768,R03067,2002
2769,R08359,2003
2770,R08359,3699
2771,R01920,2003
2772,R01920,3699
2773,R01492,150
2774,R05220,150
2775,R07268,150
2776,R12183,150
2777,R12184,150
2778,R07002,109
2779,R07002,2485
2780,R07003,109
2781,R07003,2485
2782,R07004,109
2783,R07004,2485
2784,R07023,109
2785,R07023,2485
2786,R07024,109
2787,R07024,2485
2788,R07025,109
2789,R07025,2485
2790,R07026,109
